Pokemon1,Pokemon2,Winrate_Together,Avg_Base_Winrate,Synergy_Delta,Sample_Size
Gyarados,Cradily,55.79,52.08,3.71,362
Charizard,Groudon,63.06,59.35,3.71,246
Sunkern,Tentacruel,47.91,44.2,3.71,77
Ivysaur,Magmar,54.94,51.25,3.7,146
Eevee,Vaporeon,50.37,46.67,3.7,64
Whismur,Golduck,51.66,47.96,3.7,102
Ninetales,Vileplume,51.38,47.67,3.7,303
Wingull,Magmar,50.91,47.22,3.7,81
Venusaur,Sceptile,60.95,57.25,3.7,332
Minun,Xatu,58.1,54.41,3.69,141
Whismur,Donphan,57.37,53.68,3.69,74
Charizard,Steelix,55.36,51.66,3.69,339
Psyduck,Feraligatr,50.84,47.16,3.69,68
Slowpoke,Blaziken,56.25,52.56,3.69,142
Tentacool,Charmeleon,53.39,49.71,3.68,162
Golbat,Sceptile,60.01,56.33,3.68,75
Elekid,Porygon2,57.85,54.17,3.68,162
Cubone,Magmar,51.16,47.5,3.67,149
Raticate,Pikachu,54.96,51.29,3.67,366
Pikachu,Golduck,50.25,46.58,3.67,75
Elekid,Loudred,58.79,55.13,3.66,149
Diglett,Grovyle,50.53,46.87,3.66,148
Groudon,Ampharos,56.32,52.66,3.66,311
Gyarados,Starmie,58.85,55.2,3.66,334
Magcargo,Raikou,57.74,54.09,3.65,283
Diglett,Loudred,54.7,51.05,3.65,165
Marshtomp,Jolteon,56.61,52.95,3.65,94
Exeggcute,Feraligatr,51.56,47.91,3.65,79
Fearow,Scizor,63.63,59.99,3.64,290
Exeggcute,Magmar,49.88,46.23,3.64,126
Golbat,Plusle,58.3,54.67,3.63,234
Loudred,Snorlax,57.47,53.84,3.63,63
Exploud,Sceptile,59.58,55.95,3.63,321
Meganium,Girafarig,55.59,51.95,3.63,137
Combusken,Eevee,54.38,50.75,3.63,345
Oddish,Mantine,55.13,51.51,3.62,148
Manectric,Groudon,58.82,55.2,3.62,258
Slowpoke,Persian,52.62,49.0,3.62,78
Pikachu,Pelipper,50.02,46.4,3.62,76
Slowpoke,Flareon,53.06,49.44,3.62,75
Fearow,Golem,55.35,51.74,3.61,332
Charmeleon,Spearow,57.54,53.93,3.61,235
Bayleef,Slowpoke,53.26,49.66,3.61,336
Blastoise,Blissey,58.24,54.63,3.61,324
Tauros,Vileplume,57.34,53.75,3.6,308
Geodude,Flareon,50.14,46.55,3.59,145
Slowbro,Arcanine,58.0,54.41,3.59,278
Phanpy,Plusle,54.4,50.81,3.59,152
Blastoise,Feraligatr,57.89,54.3,3.59,385
Grovyle,Donphan,57.56,53.97,3.59,145
Marowak,Tauros,56.5,52.91,3.59,306
Marill,Exploud,53.36,49.78,3.59,141
Magmar,Tauros,57.77,54.18,3.59,278
Bulbasaur,Wartortle,52.1,48.52,3.59,86
Girafarig,Tauros,56.49,52.9,3.59,278
Tentacruel,Scizor,58.42,54.83,3.59,258
Spearow,Magmar,53.28,49.69,3.59,150
Blaziken,Jolteon,59.04,55.45,3.59,154
Torchic,Grovyle,53.64,50.05,3.59,79
Golbat,Charmeleon,61.09,57.52,3.58,236
Cacnea,Miltank,50.24,46.66,3.58,89
Slowpoke,Exeggutor,51.22,47.64,3.58,73
Sunkern,Persian,49.38,45.8,3.58,83
Mantine,Cacturne,55.49,51.92,3.57,145
Vaporeon,Charizard,58.73,55.16,3.57,355
Exploud,Feraligatr,58.13,54.56,3.57,366
Ponyta,Swampert,56.8,53.23,3.57,248
Camerupt,Venusaur,55.64,52.08,3.57,347
Camerupt,Pidgeot,56.74,53.17,3.57,287
Flaaffy,Starmie,55.65,52.08,3.57,316
Jolteon,Flygon,57.37,53.81,3.56,331
Raticate,Swampert,57.62,54.06,3.56,177
Grovyle,Magmar,53.25,49.69,3.56,142
Mantine,Electrode,56.52,52.95,3.56,144
Blissey,Feraligatr,55.92,52.36,3.56,352
Charmeleon,Minun,57.74,54.18,3.56,232
Fearow,Rapidash,58.19,54.65,3.55,327
Starmie,Groudon,58.48,54.92,3.55,289
Dugtrio,Charizard,57.69,54.15,3.54,333
Vaporeon,Scizor,59.96,56.42,3.54,292
Xatu,Dugtrio,56.25,52.71,3.54,411
Groudon,Tropius,55.47,51.92,3.54,289
Charizard,Magneton,55.87,52.33,3.54,363
Meowth,Exeggutor,46.56,43.02,3.54,76
Flareon,Scizor,60.41,56.87,3.54,264
Flaaffy,Crobat,55.78,52.24,3.54,419
Meganium,Dugtrio,56.33,52.8,3.54,129
Exploud,Groudon,61.17,57.65,3.53,319
Sunkern,Electrike,47.25,43.72,3.53,77
Mantine,Scyther,58.84,55.31,3.53,70
Pupitar,Fearow,54.09,50.56,3.53,306
Blaziken,Vigoroth,55.61,52.09,3.53,223
Porygon2,Trapinch,54.71,51.2,3.52,217
Azumarill,Pidgeot,56.28,52.76,3.52,264
Geodude,Magmar,49.05,45.53,3.52,161
Cradily,Pidgeot,57.17,53.65,3.52,278
Charmander,Cyndaquil,53.09,49.59,3.51,724
Staryu,Venusaur,54.23,50.72,3.51,335
Bayleef,Meganium,57.97,54.47,3.51,162
Zubat,Exeggutor,51.29,47.78,3.51,63
Marshtomp,Oddish,53.17,49.66,3.51,365
Exeggutor,Tauros,56.9,53.39,3.51,277
Diglett,Miltank,48.37,44.86,3.5,76
Torchic,Totodile,51.09,47.59,3.5,698
Sunkern,Donphan,53.0,49.51,3.5,66
Mareep,Porygon2,54.92,51.41,3.5,157
Ivysaur,Grovyle,55.75,52.26,3.49,199
Magby,Slowbro,54.63,51.14,3.49,75
Charizard,Moltres,61.18,57.69,3.49,258
Porygon2,Pidgeotto,54.41,50.92,3.49,121
Magby,Golbat,58.95,55.47,3.49,163
Bayleef,Eevee,50.83,47.34,3.49,334
Bulbasaur,Minun,53.91,50.41,3.49,82
Raticate,Ponyta,57.89,54.39,3.49,149
Venusaur,Tauros,63.17,59.69,3.48,277
Smeargle,Golduck,49.25,45.77,3.48,134
Porygon,Cubone,46.2,42.72,3.48,84
Golem,Arcanine,56.55,53.08,3.48,301
Larvitar,Dugtrio,49.18,45.72,3.47,68
Blaziken,Onix,54.12,50.66,3.47,232
Slakoth,Minun,51.57,48.1,3.47,71
Rapidash,Feraligatr,55.65,52.19,3.47,418
Hoothoot,Fearow,53.62,50.15,3.47,74
Electabuzz,Crobat,56.38,52.91,3.46,457
Onix,Xatu,54.45,50.99,3.46,132
Elekid,Oddish,52.73,49.28,3.45,322
Porygon2,Magnemite,56.51,53.05,3.45,201
Sandshrew,Ninetales,48.54,45.09,3.44,148
Scyther,Manectric,57.03,53.59,3.44,335
Zubat,Mareep,50.51,47.07,3.44,312
Skarmory,Scizor,59.8,56.36,3.44,263
Golbat,Dugtrio,56.27,52.83,3.44,126
Noctowl,Groudon,56.75,53.32,3.43,253
Whismur,Pelipper,51.21,47.78,3.43,66
Slakoth,Magby,52.46,49.04,3.42,270
Eevee,Magmar,49.53,46.11,3.42,85
Scyther,Feraligatr,56.92,53.5,3.42,348
Grovyle,Magnemite,53.25,49.84,3.42,213
Pidgeotto,Charizard,56.02,52.61,3.41,357
Porygon2,Electrike,54.82,51.41,3.41,124
Slowpoke,Charmeleon,56.07,52.67,3.4,162
Gyarados,Feraligatr,58.78,55.39,3.4,396
Donphan,Typhlosion,57.12,53.73,3.4,335
Marshtomp,Vaporeon,54.29,50.89,3.4,82
Moltres,Ampharos,54.4,50.99,3.4,245
Meganium,Golduck,55.19,51.8,3.39,154
Gyarados,Steelix,54.17,50.78,3.39,353
Geodude,Ninetales,48.36,44.97,3.39,133
Sandshrew,Vaporeon,49.62,46.23,3.39,150
Wingull,Electrode,51.39,48.0,3.39,77
Ponyta,Wartortle,53.86,50.48,3.38,225
Quilava,Vaporeon,53.62,50.24,3.38,147
Spearow,Rapidash,54.89,51.52,3.38,74
Pidgey,Larvitar,49.17,45.8,3.37,345
Exploud,Jolteon,58.89,55.52,3.37,405
Sceptile,Raichu,56.1,52.73,3.37,333
Electabuzz,Blastoise,58.58,55.22,3.37,347
Marshtomp,Charmeleon,57.93,54.56,3.37,166
Mareep,Ivysaur,53.12,49.75,3.37,145
Magmar,Raikou,59.76,56.39,3.37,280
Ivysaur,Smeargle,53.15,49.78,3.37,224
Golduck,Raikou,58.31,54.95,3.36,277
Golbat,Magmar,56.63,53.27,3.36,142
Slowpoke,Electrike,50.28,46.92,3.36,79
Mareep,Pelipper,48.93,45.57,3.36,70
Golbat,Quilava,57.63,54.27,3.36,213
Golbat,Sandshrew,53.62,50.25,3.36,197
Cacnea,Exeggutor,50.21,46.87,3.35,76
Gloom,Scizor,56.1,52.75,3.35,300
Loudred,Marill,54.11,50.76,3.35,241
Marill,Flareon,49.93,46.59,3.35,153
Manectric,Feraligatr,55.47,52.12,3.35,370
Charizard,Typhlosion,58.7,55.36,3.34,344
Dugtrio,Fearow,55.72,52.38,3.34,385
Slakoth,Plusle,51.58,48.24,3.34,75
Plusle,Feraligatr,55.09,51.75,3.33,75
Diglett,Donphan,53.47,50.14,3.33,63
Venusaur,Cradily,55.89,52.56,3.33,303
Minun,Cacturne,53.02,49.69,3.33,135
Donphan,Exploud,60.49,57.17,3.33,435
Loudred,Croconaw,57.31,53.98,3.33,248
Magby,Pidgey,53.84,50.52,3.32,318
Combusken,Vaporeon,57.21,53.89,3.32,85
Blastoise,Golem,54.86,51.55,3.31,327
Ivysaur,Minun,55.81,52.5,3.31,226
Gyarados,Golem,55.95,52.64,3.31,339
Charizard,Azumarill,55.38,52.07,3.31,332
Golduck,Charizard,56.46,53.15,3.31,321
Smeargle,Exeggutor,49.73,46.42,3.3,151
Swampert,Sceptile,57.15,53.85,3.3,77
Noctowl,Tauros,57.36,54.06,3.3,238
Growlithe,Blastoise,54.76,51.47,3.29,333
Ivysaur,Persian,55.11,51.81,3.29,166
Phanpy,Quilava,53.7,50.41,3.29,141
Smeargle,Manectric,52.27,48.98,3.29,66
Dugtrio,Scyther,54.67,51.38,3.29,336
Combusken,Flareon,57.63,54.34,3.29,73
Cyndaquil,Raticate,54.32,51.03,3.29,263
Golbat,Flareon,57.56,54.28,3.28,142
Mantine,Flygon,57.95,54.66,3.28,56
Pikachu,Ponyta,53.73,50.45,3.28,162
Oddish,Meganium,55.85,52.58,3.28,178
Squirtle,Croconaw,49.03,45.75,3.28,75
Bayleef,Exeggutor,52.4,49.12,3.28,62
Loudred,Cradily,55.52,52.24,3.28,74
Exploud,Growlithe,54.99,51.73,3.27,413
Porygon2,Noctowl,56.06,52.79,3.27,72
Bayleef,Whismur,53.9,50.63,3.27,338
Diglett,Spearow,50.13,46.86,3.26,153
Trapinch,Vaporeon,50.79,47.53,3.26,158
Porygon2,Voltorb,53.93,50.67,3.26,201
Magnemite,Dugtrio,51.65,48.38,3.26,141
Loudred,Natu,56.86,53.61,3.26,233
Scyther,Raichu,56.07,52.81,3.26,327
Voltorb,Marowak,48.42,45.17,3.25,60
Porygon,Marshtomp,48.8,45.55,3.25,250
Minun,Typhlosion,53.95,50.7,3.25,74
Voltorb,Flareon,50.7,47.45,3.25,145
Zubat,Golbat,56.41,53.16,3.25,151
Charmeleon,Slowbro,56.43,53.19,3.24,142
Voltorb,Dugtrio,49.24,46.0,3.24,140
Zubat,Xatu,56.26,53.03,3.23,65
Raichu,Tauros,58.4,55.17,3.23,292
Blaziken,Scyther,59.18,55.95,3.23,70
Oddish,Loudred,56.43,53.21,3.22,149
Slakoth,Spearow,51.07,47.85,3.22,76
Sunkern,Meganium,53.0,49.78,3.22,154
Donphan,Blissey,58.18,54.97,3.22,380
Chansey,Flareon,48.96,45.73,3.22,165
Mantine,Ivysaur,57.95,54.73,3.22,227
Golbat,Geodude,53.34,50.12,3.22,248
Manectric,Noctowl,53.55,50.33,3.22,340
Vigoroth,Typhlosion,51.93,48.72,3.22,54
Phanpy,Loudred,57.81,54.61,3.21,166
Blastoise,Magcargo,53.54,50.33,3.21,336
Treecko,Loudred,55.39,52.2,3.2,89
Phanpy,Pelipper,51.0,47.8,3.2,79
Ivysaur,Typhlosion,55.21,52.01,3.2,74
Blaziken,Smeargle,54.55,51.35,3.2,212
Exploud,Persian,56.65,53.45,3.2,443
Vaporeon,Arcanine,57.91,54.72,3.2,244
Totodile,Grovyle,51.45,48.25,3.2,82
Persian,Pidgeot,59.05,55.85,3.2,281
Psyduck,Crobat,50.33,47.13,3.2,124
Cyndaquil,Swampert,53.07,49.87,3.2,91
Sunkern,Ninetales,47.84,44.66,3.19,77
Meowth,Mantine,50.49,47.3,3.19,159
Sunkern,Swampert,50.53,47.34,3.19,198
Gyarados,Groudon,61.65,58.47,3.18,291
Ivysaur,Exploud,58.63,55.45,3.18,150
Xatu,Cacturne,56.07,52.9,3.17,379
Larvitar,Pelipper,47.71,44.54,3.17,75
Feraligatr,Moltres,56.62,53.45,3.17,273
Flygon,Rapidash,56.17,53.01,3.17,340
Blastoise,Manectric,57.56,54.39,3.17,342
Magcargo,Pidgeot,56.15,52.98,3.17,287
Golbat,Sunflora,55.46,52.28,3.17,234
Quilava,Cacturne,52.59,49.42,3.17,141
Magby,Cacnea,53.02,49.85,3.17,351
Torchic,Raticate,55.48,52.31,3.17,245
Sunflora,Jolteon,53.49,50.33,3.16,134
Blaziken,Trapinch,54.26,51.1,3.16,234
Sandshrew,Flareon,49.84,46.68,3.16,135
Loudred,Grovyle,58.04,54.88,3.16,200
Crobat,Arcanine,58.96,55.8,3.16,285
Vigoroth,Feraligatr,52.78,49.62,3.16,68
Bayleef,Electrike,51.57,48.41,3.16,76
Growlithe,Groudon,55.44,52.28,3.16,284
Magby,Xatu,58.51,55.34,3.16,66
Squirtle,Plusle,50.2,47.05,3.15,90
Rapidash,Moltres,56.75,53.61,3.15,267
Meganium,Spearow,57.38,54.24,3.14,227
Sceptile,Groudon,59.64,56.5,3.14,290
Vigoroth,Sceptile,54.15,51.01,3.14,65
Elekid,Jolteon,55.71,52.58,3.13,76
Loudred,Magneton,54.73,51.61,3.13,73
Charmander,Squirtle,50.61,47.47,3.13,746
Torchic,Wartortle,51.52,48.39,3.13,90
Mantine,Swampert,57.41,54.28,3.13,239
Natu,Magmar,51.54,48.41,3.13,143
Exploud,Starmie,57.5,54.37,3.13,330
Voltorb,Slowbro,49.84,46.7,3.13,133
Cubone,Manectric,52.38,49.26,3.12,70
Pidgey,Miltank,50.45,47.33,3.12,74
Charmeleon,Chansey,52.09,48.97,3.12,243
Geodude,Noctowl,48.54,45.41,3.12,70
Wartortle,Fearow,55.29,52.17,3.12,59
Donphan,Miltank,55.09,51.97,3.12,421
Golduck,Pidgeot,56.95,53.84,3.11,305
Loudred,Exeggcute,54.54,51.42,3.11,221
Venusaur,Slaking,54.76,51.65,3.11,316
Wingull,Miltank,49.33,46.22,3.11,79
Vigoroth,Xatu,55.53,52.42,3.11,145
Blaziken,Persian,56.5,53.39,3.11,149
Marill,Magmar,48.68,45.57,3.11,147
Pelipper,Groudon,54.92,51.83,3.1,292
Blaziken,Ninetales,55.35,52.25,3.1,139
Manectric,Arcanine,59.01,55.91,3.1,270
Sandshrew,Crobat,50.42,47.31,3.1,149
Groudon,Tyranitar,57.12,54.02,3.1,277
Blissey,Manectric,55.55,52.45,3.1,350
Sunflora,Magmar,50.79,47.7,3.09,143
Swampert,Exploud,58.09,55.0,3.09,145
Graveler,Charizard,56.03,52.94,3.09,335
Pidgey,Electrode,52.19,49.11,3.08,65
Cyndaquil,Magby,53.04,49.95,3.08,265
Pidgey,Graveler,49.75,46.67,3.08,84
Wingull,Donphan,54.58,51.5,3.08,84
Pidgey,Girafarig,50.12,47.05,3.07,76
Magnemite,Pidgeotto,49.91,46.84,3.07,151
Rattata,Minun,51.13,48.05,3.07,86
Mantine,Geodude,52.09,49.02,3.07,229
Magcargo,Arcanine,54.92,51.85,3.07,268
Sunkern,Golduck,46.86,43.78,3.07,91
Growlithe,Gyarados,55.61,52.55,3.06,355
Eevee,Tentacruel,48.13,45.08,3.06,64
Xatu,Blissey,58.22,55.16,3.06,361
Magikarp,Pupitar,41.17,38.11,3.06,72
Staryu,Raikou,55.98,52.92,3.06,296
Ponyta,Exeggutor,53.39,50.33,3.06,128
Croconaw,Donphan,56.12,53.06,3.06,139
Magikarp,Cacturne,43.17,40.11,3.06,88
Loudred,Cubone,55.73,52.69,3.05,221
Oddish,Slowbro,51.34,48.28,3.05,75
Sunflora,Flaaffy,52.66,49.61,3.05,159
Trapinch,Starmie,51.5,48.45,3.05,69
Donphan,Tentacruel,54.97,51.93,3.04,408
Flygon,Typhlosion,54.98,51.94,3.04,325
Oddish,Donphan,55.34,52.3,3.04,65
Phanpy,Golduck,51.02,47.97,3.04,62
Sunkern,Exeggutor,47.47,44.44,3.04,67
Sceptile,Feraligatr,56.46,53.41,3.04,365
Venusaur,Azumarill,54.71,51.67,3.04,353
Pidgey,Golduck,49.93,46.88,3.04,66
Chansey,Dugtrio,47.31,44.28,3.03,134
Sceptile,Manectric,56.54,53.5,3.03,327
Raticate,Slowpoke,54.73,51.7,3.03,358
Exploud,Electrode,56.7,53.67,3.03,432
Magby,Ninetales,53.32,50.3,3.02,77
Donphan,Growlithe,54.81,51.8,3.01,408
Exeggcute,Jolteon,51.87,48.87,3.0,147
Xatu,Tentacruel,55.12,52.12,3.0,417
Phanpy,Lileep,50.06,47.07,2.99,61
Girafarig,Charizard,56.3,53.31,2.99,374
Minun,Persian,53.48,50.5,2.98,156
Miltank,Raikou,58.38,55.39,2.98,288
Ivysaur,Spearow,55.23,52.25,2.98,222
Plusle,Vaporeon,53.62,50.64,2.98,166
Wartortle,Jolteon,53.65,50.67,2.98,152
Whismur,Grovyle,53.39,50.41,2.98,165
Swampert,Donphan,58.04,55.07,2.97,135
Elekid,Ponyta,55.35,52.38,2.97,145
Tentacool,Ninetales,47.86,44.89,2.97,75
Slugma,Vaporeon,49.28,46.31,2.97,155
Bayleef,Numel,52.34,49.38,2.96,332
Wingull,Dugtrio,49.74,46.77,2.96,60
Venusaur,Golem,56.08,53.12,2.96,340
Sunflora,Sceptile,53.72,50.75,2.96,91
Xatu,Slowbro,56.37,53.41,2.96,411
Feraligatr,Snorlax,53.29,50.33,2.96,320
Slugma,Typhlosion,49.46,46.51,2.95,82
Bayleef,Persian,53.43,50.48,2.95,78
Mantine,Tentacruel,54.09,51.14,2.95,138
Grovyle,Rapidash,54.47,51.52,2.95,65
Bayleef,Ponyta,55.3,52.35,2.95,184
Bayleef,Mantine,56.35,53.4,2.95,186
Torchic,Minun,53.24,50.29,2.95,76
Donphan,Golduck,54.46,51.52,2.94,409
Raticate,Loudred,60.08,57.14,2.93,119
Magnemite,Natu,51.49,48.56,2.93,219
Sunflora,Tentacruel,49.6,46.66,2.93,168
Marshtomp,Slowbro,53.51,50.59,2.93,79
Loudred,Miltank,55.81,52.88,2.93,154
Tauros,Tyranitar,57.68,54.76,2.92,287
Bayleef,Mareep,51.33,48.41,2.92,339
Donphan,Tyranitar,56.45,53.54,2.91,285
Blastoise,Groudon,60.3,57.39,2.91,279
Slowpoke,Cacturne,51.07,48.17,2.9,72
Typhlosion,Arcanine,57.81,54.91,2.9,311
Electabuzz,Tauros,59.67,56.77,2.9,303
Porygon,Magby,48.99,46.1,2.89,279
Tentacool,Meganium,52.91,50.02,2.89,130
Ponyta,Sunflora,53.02,50.14,2.89,235
Magby,Persian,54.34,51.45,2.89,61
Raticate,Porygon2,59.08,56.19,2.89,162
Swampert,Spearow,54.68,51.8,2.88,228
Manectric,Skarmory,53.83,50.95,2.88,338
Natu,Rapidash,53.12,50.25,2.88,72
Chikorita,Elekid,50.81,47.92,2.88,272
Squirtle,Raticate,51.81,48.92,2.88,283
Marshtomp,Mareep,51.71,48.83,2.88,324
Gyarados,Blastoise,60.53,57.66,2.87,345
Blissey,Skarmory,54.06,51.19,2.87,346
Electrode,Scyther,55.48,52.61,2.87,334
Cacnea,Ninetales,49.96,47.09,2.87,72
Slugma,Fearow,52.75,49.88,2.87,88
Diglett,Electrode,49.5,46.64,2.86,78
Venusaur,Magcargo,54.75,51.89,2.86,327
Blaziken,Chansey,51.71,48.86,2.86,209
Quilava,Blissey,54.54,51.68,2.86,80
Meganium,Wartortle,55.44,52.59,2.85,180
Slowbro,Pidgeot,58.4,55.55,2.85,267
Mantine,Persian,55.59,52.74,2.85,145
Exploud,Flygon,58.23,55.38,2.85,365
Trapinch,Magmar,49.8,46.97,2.84,131
Whismur,Ninetales,51.67,48.83,2.84,75
Geodude,Blissey,50.38,47.54,2.84,63
Slugma,Electabuzz,51.17,48.33,2.84,135
Grovyle,Slowbro,52.79,49.95,2.84,153
Onix,Magmar,49.35,46.52,2.83,135
Mantine,Electrike,53.49,50.66,2.82,148
Golbat,Xatu,60.56,57.74,2.82,142
Elekid,Pidgey,52.41,49.59,2.82,309
Flareon,Blastoise,56.47,53.64,2.82,336
Ponyta,Croconaw,54.04,51.23,2.81,213
Ivysaur,Donphan,58.34,55.53,2.81,134
Golbat,Flaaffy,58.0,55.19,2.81,144
Plusle,Trapinch,51.18,48.36,2.81,246
Loudred,Azumarill,54.16,51.35,2.81,76
Pelipper,Gyarados,54.91,52.09,2.81,358
Ivysaur,Flygon,56.55,53.74,2.81,78
Ivysaur,Golduck,52.62,49.8,2.81,151
Golduck,Tauros,55.54,52.74,2.8,276
Graveler,Raikou,57.53,54.73,2.8,270
Totodile,Quilava,51.02,48.23,2.79,99
Donphan,Electrike,54.24,51.45,2.79,455
Mantine,Manectric,56.71,53.94,2.78,73
Tentacruel,Pidgeot,57.03,54.25,2.78,245
Meganium,Grovyle,57.02,54.25,2.78,222
Ivysaur,Flaaffy,55.94,53.16,2.78,160
Onix,Blissey,51.3,48.52,2.77,68
Charmeleon,Natu,55.43,52.66,2.77,225
Loudred,Minun,57.9,55.12,2.77,201
Rattata,Marshtomp,51.2,48.44,2.76,249
Cacturne,Tyranitar,51.77,49.01,2.76,280
Wartortle,Crobat,52.45,49.69,2.76,127
Flaaffy,Flareon,54.37,51.61,2.76,382
Cacnea,Swampert,52.52,49.77,2.76,153
Torchic,Plusle,53.18,50.44,2.75,92
Charmeleon,Wartortle,55.02,52.28,2.74,231
Slugma,Rapidash,50.3,47.58,2.73,63
Pelipper,Lugia,59.69,56.96,2.73,243
Combusken,Ivysaur,58.63,55.89,2.73,185
Plusle,Spearow,53.81,51.08,2.73,247
Bayleef,Dugtrio,52.2,49.47,2.73,71
Vulpix,Electrode,49.42,46.7,2.72,60
Donphan,Persian,56.25,53.53,2.72,421
Mudkip,Spearow,49.59,46.87,2.72,91
Vulpix,Mantine,52.13,49.41,2.72,158
Slugma,Slowbro,48.73,46.01,2.72,150
Meganium,Natu,55.69,52.97,2.72,235
Blaziken,Exeggcute,53.09,50.37,2.72,242
Donphan,Ampharos,54.9,52.18,2.72,289
Combusken,Swampert,58.16,55.44,2.72,158
Whismur,Jolteon,54.75,52.03,2.72,85
Swampert,Jolteon,56.14,53.42,2.72,135
Minun,Blissey,54.65,51.94,2.71,44
Diglett,Golduck,47.13,44.42,2.71,78
Mareep,Charmeleon,54.14,51.43,2.71,147
Magmar,Groudon,56.15,53.44,2.71,280
Chansey,Feraligatr,49.1,46.39,2.7,67
Voltorb,Sandslash,48.33,45.64,2.7,73
Zubat,Pikachu,50.59,47.9,2.69,331
Whismur,Cacnea,51.06,48.38,2.69,333
Plusle,Magnemite,52.92,50.22,2.69,244
Golbat,Cubone,54.78,52.09,2.69,217
Oddish,Golbat,55.3,52.61,2.69,150
Swampert,Slowbro,53.73,51.05,2.68,147
Venusaur,Noctowl,56.75,54.07,2.68,331
Ivysaur,Fearow,58.06,55.38,2.68,90
Plusle,Persian,53.33,50.65,2.68,131
Porygon,Natu,46.32,43.64,2.68,81
Xatu,Vibrava,54.51,51.83,2.68,449
Wingull,Tentacool,46.68,44.0,2.68,359
Mantine,Vigoroth,54.11,51.44,2.67,222
Numel,Dugtrio,50.38,47.71,2.67,68
Totodile,Vigoroth,49.18,46.51,2.67,68
Porygon2,Sunflora,54.6,51.92,2.67,233
Ninetales,Charizard,56.69,54.02,2.67,367
Plusle,Grovyle,53.76,51.09,2.67,215
Venusaur,Bellossom,54.08,51.41,2.67,271
Trapinch,Blissey,51.63,48.97,2.66,84
Graveler,Tauros,55.19,52.52,2.66,285
Wartortle,Miltank,49.69,47.04,2.65,135
Magby,Eevee,50.95,48.3,2.65,348
Mantine,Spearow,55.82,53.17,2.65,222
Squirtle,Grovyle,49.31,46.66,2.65,63
Golduck,Venusaur,55.4,52.75,2.65,334
Mantine,Gloom,51.71,49.06,2.65,133
Cacturne,Pidgeot,57.67,55.03,2.64,281
Totodile,Elekid,51.14,48.5,2.64,290
Marshtomp,Wingull,51.5,48.86,2.64,324
Electabuzz,Raikou,61.61,58.97,2.64,323
Bulbasaur,Rattata,49.92,47.28,2.64,717
Gloom,Groudon,52.97,50.34,2.64,298
Donphan,Vaporeon,56.16,53.53,2.64,427
Cubone,Persian,50.69,48.06,2.63,153
Raticate,Exeggutor,53.79,51.16,2.63,62
Xatu,Raichu,56.77,54.14,2.63,321
Raticate,Golduck,53.15,50.52,2.63,88
Mareep,Tentacruel,48.79,46.16,2.63,80
Charizard,Cradily,55.58,52.96,2.62,339
Electrike,Tauros,55.29,52.67,2.62,279
Magby,Mareep,52.0,49.38,2.62,360
Exeggutor,Scizor,57.69,55.06,2.62,284
Whismur,Electrike,50.51,47.89,2.62,80
Croconaw,Xatu,55.86,53.25,2.61,133
Pidgeotto,Arcanine,54.78,52.16,2.61,307
Steelix,Groudon,53.12,50.52,2.61,297
Quilava,Donphan,56.56,53.95,2.61,151
Fearow,Sandslash,54.61,52.01,2.6,372
Jolteon,Moltres,57.01,54.41,2.6,274
Combusken,Porygon2,60.16,57.56,2.6,152
Chansey,Jolteon,49.94,47.36,2.59,134
Cubone,Xatu,54.55,51.97,2.59,143
Starmie,Moltres,55.85,53.26,2.59,284
Phanpy,Pidgey,51.65,49.06,2.59,342
Electabuzz,Skarmory,54.36,51.77,2.59,348
Mudkip,Quilava,49.45,46.86,2.59,67
Marill,Electabuzz,50.75,48.16,2.59,140
Wartortle,Flaaffy,52.54,49.95,2.59,142
Sunkern,Vibrava,46.49,43.91,2.58,73
Venusaur,Magneton,54.51,51.92,2.58,324
Sunkern,Mantine,51.29,48.72,2.58,148
Cacturne,Tauros,56.51,53.93,2.58,292
Charmander,Magby,55.27,52.7,2.57,241
Slowpoke,Magmar,50.99,48.42,2.57,79
Persian,Fearow,55.95,53.39,2.57,353
Chansey,Magmar,47.29,44.72,2.57,133
Mantine,Croconaw,54.84,52.27,2.57,230
Smeargle,Azumarill,47.27,44.7,2.57,64
Gyarados,Typhlosion,57.05,54.48,2.57,365
Porygon2,Psyduck,52.28,49.71,2.57,220
Vigoroth,Vaporeon,51.08,48.52,2.56,166
Magmar,Pidgeot,57.84,55.28,2.56,282
Rapidash,Skarmory,53.57,51.02,2.56,337
Natu,Typhlosion,51.73,49.18,2.55,69
Swampert,Grovyle,54.35,51.8,2.55,211
Flareon,Charizard,58.16,55.61,2.55,342
Whismur,Xatu,56.42,53.87,2.55,76
Blastoise,Slaking,52.64,50.09,2.55,307
Exeggcute,Typhlosion,49.55,47.0,2.55,64
Combusken,Blaziken,60.01,57.47,2.55,132
Gyarados,Magneton,53.99,51.45,2.54,311
Porygon2,Smeargle,53.98,51.45,2.54,209
Ponyta,Persian,54.23,51.69,2.54,145
Ponyta,Vigoroth,52.93,50.39,2.54,210
Donphan,Ninetales,54.93,52.39,2.54,412
Golduck,Groudon,54.54,52.0,2.54,275
Grovyle,Sceptile,55.28,52.75,2.53,79
Totodile,Spearow,50.78,48.24,2.53,105
Rapidash,Raichu,54.03,51.5,2.53,366
Bayleef,Pikachu,51.77,49.25,2.53,331
Blastoise,Typhlosion,55.92,53.39,2.53,353
