Tier,Slot0,Slot1,Slot2,Slot3,Slot4,Slot5,Wins,Losses,Draws,WinRate%
3,Charmeleon,Meganium,Blaziken,Wingull,Treecko,,31,1,0,96.9
3,Ponyta,Golbat,Diglett,Quilava,Meganium,,31,1,0,96.9
3,Phanpy,Plusle,Pidgey,Combusken,Minun,,31,1,0,96.9
3,Charmeleon,Porygon,Loudred,Minun,Spearow,,28,1,0,96.6
3,Spearow,Porygon2,Blaziken,Golbat,Chikorita,,49,2,0,96.1
3,Voltorb,Loudred,Magnemite,Psyduck,Ivysaur,,48,2,0,96.0
3,Charmeleon,Slugma,Exeggcute,Golbat,Swampert,,47,2,0,95.9
3,Spearow,Quilava,Charmeleon,Whismur,Minun,,46,2,0,95.8
3,Quilava,Whismur,Swampert,Ponyta,Slowpoke,,46,2,0,95.8
3,Mantine,Slowpoke,Ponyta,Wartortle,Charmeleon,,45,1,1,95.7
3,Cubone,Blaziken,Quilava,Elekid,Charmeleon,,44,2,0,95.7
3,Magnemite,Mareep,Golbat,Cubone,Mantine,,44,2,0,95.7
3,Swampert,Combusken,Numel,Slakoth,Blaziken,,44,2,0,95.7
3,Vigoroth,Swampert,Loudred,Ponyta,Onix,,44,2,0,95.7
3,Grovyle,Loudred,Mantine,Phanpy,Chikorita,,43,2,0,95.6
3,Elekid,Loudred,Mantine,Meganium,Bayleef,,43,2,0,95.6
3,Blaziken,Ponyta,Psyduck,Charmeleon,Hoothoot,,43,2,0,95.6
3,Charmeleon,Slowpoke,Porygon2,Meganium,Swampert,,42,1,1,95.5
3,Quilava,Blaziken,Meganium,Diglett,Ponyta,,42,2,0,95.5
3,Golbat,Porygon2,Onix,Whismur,Mantine,,42,1,1,95.5
3,Torchic,Loudred,Swampert,Magby,Blaziken,,42,2,0,95.5
3,Golbat,Ponyta,Porygon2,Onix,Smeargle,,42,2,0,95.5
3,Trapinch,Blaziken,Smeargle,Spearow,Sunflora,,42,2,0,95.5
3,Onix,Ponyta,Minun,Ivysaur,Slowpoke,,42,2,0,95.5
3,Vigoroth,Minun,Meganium,Ponyta,Cacnea,,42,2,0,95.5
3,Tentacool,Blaziken,Meganium,Rattata,Minun,,42,2,0,95.5
3,Mudkip,Wingull,Voltorb,Meganium,Cubone,,41,2,0,95.3
3,Slugma,Meganium,Whismur,Mantine,Ivysaur,,41,2,0,95.3
3,Golbat,Oddish,Geodude,Blaziken,Meganium,,41,2,0,95.3
3,Ivysaur,Charmeleon,Smeargle,Elekid,Blaziken,,41,1,1,95.3
3,Whismur,Blaziken,Geodude,Loudred,Swampert,,41,2,0,95.3
3,Sandshrew,Numel,Golbat,Voltorb,Porygon2,,41,2,0,95.3
3,Sandshrew,Voltorb,Charmeleon,Magnemite,Blaziken,,41,2,0,95.3
3,Charmeleon,Spearow,Meganium,Phanpy,Loudred,,40,2,0,95.2
3,Minun,Croconaw,Golbat,Blaziken,Porygon2,,40,2,0,95.2
3,Wartortle,Charmeleon,Quilava,Psyduck,Meganium,,40,2,0,95.2
3,Eevee,Mudkip,Minun,Mantine,Plusle,,40,2,0,95.2
3,Ivysaur,Golbat,Combusken,Croconaw,Natu,,40,2,0,95.2
3,Raticate,Charmeleon,Blaziken,Spearow,Exeggcute,,40,2,0,95.2
3,Trapinch,Ivysaur,Mantine,Porygon2,Blaziken,,40,2,0,95.2
3,Geodude,Torchic,Blaziken,Porygon2,Mantine,,40,2,0,95.2
3,Magnemite,Spearow,Grovyle,Plusle,Natu,,40,2,0,95.2
3,Numel,Loudred,Spearow,Phanpy,Larvitar,,40,2,0,95.2
3,Meganium,Elekid,Porygon2,Vigoroth,Exeggcute,,40,2,0,95.2
3,Loudred,Spearow,Pikachu,Golbat,Natu,,39,1,1,95.1
3,Plusle,Golbat,Chansey,Torchic,Meganium,,39,2,0,95.1
3,Mantine,Sunflora,Phanpy,Ponyta,Smeargle,,39,2,0,95.1
3,Meganium,Charmeleon,Spearow,Numel,Minun,,39,2,0,95.1
3,Loudred,Meganium,Blaziken,Porygon,Mudkip,,38,2,0,95.0
3,Cubone,Minun,Ponyta,Marill,Porygon2,,38,2,0,95.0
3,Sunflora,Loudred,Meganium,Natu,Cubone,,38,2,0,95.0
3,Charmeleon,Meganium,Tentacool,Mantine,Exeggcute,,38,2,0,95.0
3,Ivysaur,Charmeleon,Meganium,Grovyle,Plusle,,38,2,0,95.0
3,Loudred,Golbat,Charmeleon,Hoothoot,Marill,,38,2,0,95.0
3,Whismur,Loudred,Swampert,Numel,Bulbasaur,,38,2,0,95.0
3,Sunkern,Plusle,Squirtle,Meganium,Minun,,38,2,0,95.0
3,Sandshrew,Charmeleon,Loudred,Wartortle,Phanpy,,38,2,0,95.0
3,Croconaw,Blaziken,Meganium,Oddish,Rattata,,37,2,0,94.9
3,Croconaw,Mantine,Ponyta,Trapinch,Sunkern,,37,2,0,94.9
3,Loudred,Ponyta,Slakoth,Porygon2,Squirtle,,37,2,0,94.9
3,Wartortle,Plusle,Grovyle,Swampert,Smeargle,,37,2,0,94.9
3,Croconaw,Raticate,Grovyle,Quilava,Mudkip,,37,2,0,94.9
3,Wartortle,Mantine,Natu,Charmeleon,Quilava,,37,2,0,94.9
3,Loudred,Slowpoke,Mantine,Ponyta,Porygon2,,37,0,2,94.9
3,Meowth,Mantine,Loudred,Ivysaur,Swampert,,37,2,0,94.9
3,Voltorb,Plusle,Ivysaur,Trapinch,Loudred,,37,2,0,94.9
3,Meganium,Porygon2,Cyndaquil,Blaziken,Ponyta,,37,2,0,94.9
3,Blaziken,Sandshrew,Magby,Mantine,Porygon2,,37,2,0,94.9
3,Swampert,Plusle,Vulpix,Mantine,Meganium,,37,2,0,94.9
3,Quilava,Ponyta,Natu,Smeargle,Onix,,37,2,0,94.9
3,Trapinch,Golbat,Bayleef,Quilava,Porygon2,,37,2,0,94.9
3,Raticate,Swampert,Ponyta,Loudred,Marshtomp,,36,2,0,94.7
3,Croconaw,Blaziken,Cubone,Grovyle,Golbat,,36,2,0,94.7
3,Smeargle,Mantine,Sandshrew,Golbat,Rattata,,36,2,0,94.7
3,Marshtomp,Blaziken,Psyduck,Ponyta,Smeargle,,36,2,0,94.7
3,Raticate,Porygon2,Grovyle,Ponyta,Plusle,,36,2,0,94.7
3,Golbat,Smeargle,Swampert,Natu,Minun,,36,2,0,94.7
3,Squirtle,Chikorita,Loudred,Croconaw,Golbat,,36,2,0,94.7
3,Croconaw,Porygon2,Blaziken,Voltorb,Cubone,,36,2,0,94.7
3,Swampert,Minun,Numel,Slowpoke,Ivysaur,,36,1,1,94.7
3,Grovyle,Porygon2,Pikachu,Raticate,Meganium,,36,2,0,94.7
3,Charmeleon,Treecko,Eevee,Golbat,Minun,,35,2,0,94.6
3,Charmeleon,Sandshrew,Porygon,Spearow,Mantine,,35,2,0,94.6
3,Meganium,Minun,Marill,Ponyta,Onix,,35,2,0,94.6
3,Blaziken,Wingull,Psyduck,Totodile,Mantine,,35,2,0,94.6
3,Swampert,Blaziken,Magnemite,Natu,Meganium,,35,2,0,94.6
3,Vigoroth,Voltorb,Cubone,Quilava,Loudred,,35,2,0,94.6
3,Porygon2,Smeargle,Natu,Mantine,Magnemite,,35,2,0,94.6
3,Charmeleon,Elekid,Mantine,Rattata,Ponyta,,35,2,0,94.6
3,Exeggcute,Swampert,Croconaw,Diglett,Blaziken,,35,2,0,94.6
3,Quilava,Meganium,Geodude,Cacnea,Spearow,,35,2,0,94.6
3,Ponyta,Blaziken,Loudred,Vigoroth,Grovyle,,35,2,0,94.6
3,Marill,Golbat,Plusle,Sandshrew,Natu,,35,2,0,94.6
3,Grovyle,Swampert,Exeggcute,Golbat,Loudred,,35,2,0,94.6
3,Minun,Meganium,Ivysaur,Totodile,Bayleef,,35,2,0,94.6
3,Rattata,Minun,Plusle,Golbat,Swampert,,34,2,0,94.4
3,Whismur,Charmeleon,Treecko,Slugma,Plusle,,34,2,0,94.4
3,Ponyta,Raticate,Magby,Psyduck,Ivysaur,,34,2,0,94.4
3,Oddish,Cubone,Golbat,Minun,Swampert,,34,2,0,94.4
3,Charmeleon,Quilava,Spearow,Bayleef,Minun,,34,2,0,94.4
3,Loudred,Quilava,Exeggcute,Oddish,Vulpix,,34,2,0,94.4
3,Ponyta,Mantine,Smeargle,Croconaw,Squirtle,,34,2,0,94.4
3,Charmeleon,Ponyta,Mareep,Loudred,Swampert,,34,2,0,94.4
3,Ponyta,Golbat,Smeargle,Natu,Chikorita,,34,2,0,94.4
3,Oddish,Wartortle,Blaziken,Mantine,Loudred,,34,2,0,94.4
3,Ponyta,Combusken,Tentacool,Ivysaur,Golbat,,33,2,0,94.3
3,Magnemite,Exeggcute,Mantine,Quilava,Sunflora,,33,2,0,94.3
3,Bulbasaur,Blaziken,Charmeleon,Cyndaquil,Plusle,,33,2,0,94.3
3,Blaziken,Sunflora,Charmeleon,Spearow,Trapinch,,33,2,0,94.3
3,Charmeleon,Mareep,Psyduck,Minun,Blaziken,,33,2,0,94.3
3,Quilava,Magnemite,Sunflora,Meganium,Loudred,,33,2,0,94.3
3,Loudred,Golbat,Quilava,Pikachu,Marill,,33,2,0,94.3
3,Golbat,Sunflora,Elekid,Plusle,Cubone,,33,2,0,94.3
3,Spearow,Phanpy,Loudred,Ivysaur,Marill,,33,2,0,94.3
3,Sunflora,Magby,Golbat,Magnemite,Meganium,,33,2,0,94.3
3,Croconaw,Golbat,Charmeleon,Sunkern,Blaziken,,33,2,0,94.3
3,Raticate,Chansey,Blaziken,Psyduck,Magnemite,,33,2,0,94.3
3,Squirtle,Charmeleon,Blaziken,Geodude,Ivysaur,,48,3,0,94.1
3,Smeargle,Cacnea,Croconaw,Charmeleon,Plusle,,32,2,0,94.1
3,Wartortle,Porygon2,Charmeleon,Loudred,Swampert,,48,3,0,94.1
3,Pidgey,Loudred,Ponyta,Bayleef,Croconaw,,32,2,0,94.1
3,Ponyta,Oddish,Plusle,Porygon2,Swampert,,32,2,0,94.1
3,Grovyle,Magnemite,Oddish,Croconaw,Blaziken,,32,2,0,94.1
3,Swampert,Meganium,Pidgey,Mareep,Natu,,32,2,0,94.1
3,Ivysaur,Blaziken,Phanpy,Minun,Mantine,,32,2,0,94.1
3,Golbat,Ponyta,Croconaw,Bayleef,Porygon2,,32,2,0,94.1
3,Mudkip,Blaziken,Loudred,Magnemite,Croconaw,,47,2,1,94.0
3,Meganium,Swampert,Meowth,Exeggcute,Blaziken,,31,2,0,93.9
3,Mantine,Cubone,Swampert,Elekid,Plusle,,31,2,0,93.9
3,Vigoroth,Loudred,Meganium,Mantine,Quilava,,31,2,0,93.9
3,Porygon,Whismur,Charmeleon,Swampert,Elekid,,31,2,0,93.9
3,Bulbasaur,Porygon,Ponyta,Minun,Golbat,,31,2,0,93.9
3,Trapinch,Loudred,Grovyle,Golbat,Numel,,46,3,0,93.9
3,Loudred,Charmeleon,Chansey,Slakoth,Porygon2,,30,2,0,93.8
3,Slugma,Charmeleon,Meganium,Onix,Porygon2,,45,3,0,93.8
3,Meganium,Swampert,Grovyle,Combusken,Cyndaquil,,30,2,0,93.8
3,Bayleef,Wartortle,Smeargle,Mantine,Golbat,,30,2,0,93.8
3,Plusle,Sunkern,Spearow,Minun,Trapinch,,30,2,0,93.8
3,Golbat,Minun,Magnemite,Blaziken,Spearow,,45,3,0,93.8
3,Loudred,Golbat,Porygon,Charmeleon,Ivysaur,,30,2,0,93.8
3,Raticate,Swampert,Spearow,Minun,Larvitar,,30,2,0,93.8
3,Mantine,Voltorb,Onix,Charmeleon,Loudred,,44,3,0,93.6
3,Meganium,Zubat,Whismur,Blaziken,Golbat,,44,3,0,93.6
3,Swampert,Charmeleon,Treecko,Blaziken,Slugma,,44,3,0,93.6
3,Oddish,Vigoroth,Loudred,Ponyta,Charmeleon,,44,3,0,93.6
3,Swampert,Loudred,Golbat,Onix,Exeggcute,,43,3,0,93.5
3,Meganium,Oddish,Quilava,Wartortle,Charmeleon,,43,3,0,93.5
3,Sunflora,Mudkip,Plusle,Blaziken,Bayleef,,43,3,0,93.5
3,Loudred,Blaziken,Charmeleon,Quilava,Onix,,43,3,0,93.5
3,Larvitar,Blaziken,Slugma,Loudred,Smeargle,,43,3,0,93.5
3,Eevee,Geodude,Plusle,Mantine,Porygon2,,42,3,0,93.3
3,Charmeleon,Mareep,Swampert,Wartortle,Onix,,42,3,0,93.3
3,Sunflora,Ponyta,Marshtomp,Phanpy,Swampert,,42,3,0,93.3
3,Treecko,Trapinch,Ivysaur,Loudred,Vigoroth,,42,3,0,93.3
3,Natu,Bayleef,Swampert,Blaziken,Marshtomp,,42,3,0,93.3
3,Golbat,Ponyta,Minun,Treecko,Cacnea,,28,2,0,93.3
3,Croconaw,Sunflora,Porygon2,Chansey,Charmeleon,,42,3,0,93.3
3,Pikachu,Slugma,Ponyta,Charmeleon,Meganium,,28,2,0,93.3
3,Loudred,Numel,Swampert,Hoothoot,Golbat,,42,3,0,93.3
3,Wartortle,Whismur,Plusle,Natu,Mantine,,42,3,0,93.3
3,Meowth,Charmeleon,Golbat,Raticate,Natu,,41,3,0,93.2
3,Phanpy,Bayleef,Loudred,Golbat,Ponyta,,41,3,0,93.2
3,Blaziken,Ponyta,Golbat,Loudred,Vulpix,,41,3,0,93.2
3,Ponyta,Raticate,Grovyle,Ivysaur,Vigoroth,,41,3,0,93.2
3,Grovyle,Charmeleon,Ponyta,Mantine,Zubat,,41,3,0,93.2
3,Grovyle,Wartortle,Exeggcute,Ponyta,Loudred,,41,3,0,93.2
3,Magnemite,Swampert,Cyndaquil,Meganium,Spearow,,41,3,0,93.2
3,Onix,Plusle,Chikorita,Marill,Golbat,,41,3,0,93.2
3,Golbat,Magnemite,Chansey,Quilava,Diglett,,40,3,0,93.0
3,Onix,Loudred,Charmeleon,Vulpix,Zubat,,40,3,0,93.0
3,Blaziken,Porygon2,Whismur,Charmeleon,Swampert,,40,3,0,93.0
3,Quilava,Golbat,Hoothoot,Blaziken,Natu,,40,3,0,93.0
3,Magnemite,Blaziken,Eevee,Porygon2,Hoothoot,,40,3,0,93.0
3,Squirtle,Croconaw,Whismur,Mantine,Blaziken,,40,3,0,93.0
3,Minun,Charmeleon,Smeargle,Pidgey,Plusle,,40,3,0,93.0
3,Swampert,Loudred,Charmander,Porygon2,Natu,,40,3,0,93.0
3,Meganium,Magby,Blaziken,Whismur,Larvitar,,39,3,0,92.9
3,Meganium,Ivysaur,Smeargle,Blaziken,Phanpy,,39,3,0,92.9
3,Spearow,Loudred,Combusken,Magnemite,Raticate,,26,2,0,92.9
3,Meganium,Golbat,Diglett,Phanpy,Ivysaur,,39,3,0,92.9
3,Pikachu,Geodude,Charmeleon,Meganium,Pidgey,,39,3,0,92.9
3,Blaziken,Ponyta,Phanpy,Magnemite,Quilava,,39,3,0,92.9
3,Wartortle,Loudred,Raticate,Charmeleon,Porygon,,39,3,0,92.9
3,Cubone,Minun,Exeggcute,Mantine,Combusken,,39,3,0,92.9
3,Porygon2,Porygon,Charmeleon,Grovyle,Magnemite,,39,3,0,92.9
3,Plusle,Exeggcute,Loudred,Croconaw,Swampert,,26,1,1,92.9
3,Quilava,Pikachu,Plusle,Croconaw,Blaziken,,39,3,0,92.9
3,Porygon2,Grovyle,Larvitar,Bayleef,Loudred,,39,3,0,92.9
3,Loudred,Cyndaquil,Golbat,Slugma,Croconaw,,38,3,0,92.7
3,Meowth,Mantine,Whismur,Loudred,Charmeleon,,38,3,0,92.7
3,Blaziken,Rattata,Loudred,Sunkern,Quilava,,38,3,0,92.7
3,Larvitar,Swampert,Vigoroth,Charmeleon,Whismur,,38,2,1,92.7
3,Magnemite,Meganium,Psyduck,Porygon2,Quilava,,38,3,0,92.7
3,Phanpy,Ponyta,Mantine,Slowpoke,Treecko,,38,3,0,92.7
3,Porygon2,Quilava,Mudkip,Chikorita,Blaziken,,38,3,0,92.7
3,Croconaw,Ponyta,Torchic,Natu,Ivysaur,,38,3,0,92.7
3,Wartortle,Raticate,Pikachu,Golbat,Mantine,,38,3,0,92.7
3,Meganium,Ponyta,Porygon2,Eevee,Loudred,,38,3,0,92.7
3,Whismur,Meganium,Swampert,Minun,Mareep,,38,3,0,92.7
3,Meganium,Porygon2,Charmeleon,Charmander,Bayleef,,38,3,0,92.7
3,Golbat,Loudred,Bulbasaur,Ivysaur,Meganium,,50,3,1,92.6
3,Swampert,Natu,Smeargle,Mantine,Spearow,,50,3,1,92.6
3,Charmeleon,Totodile,Mantine,Meganium,Spearow,,37,3,0,92.5
3,Loudred,Zubat,Combusken,Blaziken,Raticate,,37,3,0,92.5
3,Ivysaur,Ponyta,Slowpoke,Chansey,Grovyle,,37,3,0,92.5
3,Cacnea,Loudred,Ponyta,Combusken,Mantine,,37,3,0,92.5
3,Vigoroth,Swampert,Sunflora,Loudred,Wartortle,,37,3,0,92.5
3,Swampert,Charmeleon,Loudred,Voltorb,Charmander,,37,3,0,92.5
3,Loudred,Croconaw,Blaziken,Larvitar,Whismur,,37,3,0,92.5
3,Minun,Swampert,Charmeleon,Pikachu,Cubone,,37,3,0,92.5
3,Swampert,Ponyta,Eevee,Smeargle,Bulbasaur,,37,2,1,92.5
3,Phanpy,Porygon2,Smeargle,Ponyta,Golbat,,37,3,0,92.5
3,Sunkern,Meganium,Elekid,Blaziken,Grovyle,,37,3,0,92.5
3,Mantine,Loudred,Golbat,Cacnea,Marill,,37,3,0,92.5
3,Blaziken,Loudred,Minun,Grovyle,Magnemite,,37,3,0,92.5
3,Grovyle,Loudred,Exeggcute,Ivysaur,Larvitar,,37,3,0,92.5
3,Charmeleon,Golbat,Magby,Slowpoke,Meganium,,37,3,0,92.5
3,Golbat,Meganium,Raticate,Minun,Combusken,,37,3,0,92.5
3,Loudred,Grovyle,Vigoroth,Cyndaquil,Cubone,,36,3,0,92.3
3,Blaziken,Ponyta,Eevee,Quilava,Minun,,36,3,0,92.3
3,Wartortle,Slakoth,Plusle,Croconaw,Golbat,,36,3,0,92.3
3,Swampert,Plusle,Mantine,Raticate,Totodile,,36,3,0,92.3
3,Golbat,Elekid,Voltorb,Blaziken,Ivysaur,,36,3,0,92.3
3,Mareep,Mantine,Trapinch,Chikorita,Blaziken,,36,3,0,92.3
3,Porygon2,Meganium,Voltorb,Cubone,Onix,,36,3,0,92.3
3,Porygon2,Charmeleon,Loudred,Sandshrew,Larvitar,,36,3,0,92.3
3,Whismur,Ponyta,Meganium,Minun,Bulbasaur,,36,3,0,92.3
3,Grovyle,Elekid,Charmeleon,Plusle,Spearow,,36,3,0,92.3
3,Torchic,Psyduck,Loudred,Golbat,Vigoroth,,36,3,0,92.3
3,Cyndaquil,Spearow,Trapinch,Voltorb,Blaziken,,36,3,0,92.3
3,Magnemite,Croconaw,Hoothoot,Loudred,Charmeleon,,36,2,1,92.3
3,Loudred,Vigoroth,Numel,Voltorb,Trapinch,,36,3,0,92.3
3,Grovyle,Porygon2,Blaziken,Ponyta,Cacnea,,36,3,0,92.3
3,Ivysaur,Charmeleon,Sandshrew,Magnemite,Blaziken,,36,3,0,92.3
3,Spearow,Swampert,Meganium,Charmander,Charmeleon,,36,3,0,92.3
3,Blaziken,Golbat,Cubone,Raticate,Quilava,,36,3,0,92.3
3,Loudred,Golbat,Slowpoke,Plusle,Pikachu,,36,3,0,92.3
3,Blaziken,Golbat,Diglett,Psyduck,Charmander,,24,2,0,92.3
3,Sunkern,Loudred,Natu,Porygon2,Ivysaur,,36,3,0,92.3
3,Blaziken,Golbat,Spearow,Numel,Plusle,,36,3,0,92.3
3,Pidgey,Loudred,Sunflora,Wingull,Swampert,,35,3,0,92.1
3,Croconaw,Ponyta,Swampert,Magnemite,Spearow,,35,2,1,92.1
3,Marshtomp,Mareep,Blaziken,Loudred,Meganium,,35,3,0,92.1
3,Natu,Numel,Croconaw,Vigoroth,Blaziken,,35,3,0,92.1
3,Golbat,Larvitar,Meganium,Smeargle,Blaziken,,35,2,1,92.1
3,Vigoroth,Golbat,Sandshrew,Smeargle,Mudkip,,35,3,0,92.1
3,Blaziken,Grovyle,Ponyta,Cubone,Zubat,,35,3,0,92.1
3,Sunflora,Minun,Vulpix,Ponyta,Wartortle,,35,2,1,92.1
3,Spearow,Meganium,Geodude,Raticate,Ponyta,,35,3,0,92.1
3,Charmeleon,Onix,Swampert,Numel,Golbat,,35,3,0,92.1
3,Swampert,Ponyta,Blaziken,Sunflora,Totodile,,35,3,0,92.1
3,Tentacool,Blaziken,Plusle,Porygon2,Spearow,,35,3,0,92.1
3,Numel,Golbat,Ivysaur,Exeggcute,Wartortle,,35,3,0,92.1
3,Sunflora,Slugma,Swampert,Blaziken,Totodile,,35,3,0,92.1
3,Porygon2,Rattata,Quilava,Exeggcute,Charmeleon,,35,3,0,92.1
3,Croconaw,Quilava,Numel,Exeggcute,Vulpix,,35,3,0,92.1
3,Grovyle,Natu,Ponyta,Squirtle,Ivysaur,,35,3,0,92.1
3,Mantine,Blaziken,Wartortle,Sunflora,Porygon2,,35,3,0,92.1
3,Charmeleon,Numel,Mantine,Bayleef,Wartortle,,35,3,0,92.1
3,Meganium,Loudred,Golbat,Cacnea,Whismur,,46,4,0,92.0
3,Minun,Natu,Raticate,Larvitar,Trapinch,,34,3,0,91.9
3,Ivysaur,Swampert,Zubat,Mantine,Minun,,34,3,0,91.9
3,Meganium,Vigoroth,Quilava,Spearow,Mareep,,34,3,0,91.9
3,Ivysaur,Wartortle,Quilava,Minun,Magby,,34,3,0,91.9
3,Pidgey,Bulbasaur,Magnemite,Loudred,Charmeleon,,34,3,0,91.9
3,Ponyta,Golbat,Blaziken,Quilava,Marill,,34,3,0,91.9
3,Minun,Oddish,Mantine,Plusle,Cacnea,,34,3,0,91.9
3,Loudred,Ponyta,Combusken,Spearow,Treecko,,34,3,0,91.9
3,Slakoth,Chikorita,Charmeleon,Phanpy,Magnemite,,34,3,0,91.9
3,Meganium,Chikorita,Magby,Swampert,Cubone,,34,3,0,91.9
3,Magnemite,Natu,Mareep,Grovyle,Ivysaur,,34,3,0,91.9
3,Mantine,Golbat,Ponyta,Marill,Geodude,,34,3,0,91.9
3,Marshtomp,Blaziken,Quilava,Whismur,Ponyta,,34,3,0,91.9
3,Meganium,Ponyta,Sandshrew,Mareep,Combusken,,34,3,0,91.9
3,Sunflora,Raticate,Meganium,Torchic,Vigoroth,,34,3,0,91.9
3,Plusle,Larvitar,Loudred,Slugma,Bulbasaur,,45,4,0,91.8
3,Combusken,Exeggcute,Loudred,Spearow,Larvitar,,33,3,0,91.7
3,Smeargle,Grovyle,Combusken,Magnemite,Golbat,,44,4,0,91.7
3,Spearow,Blaziken,Charmeleon,Eevee,Voltorb,,33,1,2,91.7
3,Meganium,Wartortle,Quilava,Vigoroth,Tentacool,,33,3,0,91.7
3,Meganium,Blaziken,Charmander,Porygon2,Squirtle,,33,3,0,91.7
3,Smeargle,Croconaw,Charmeleon,Larvitar,Magnemite,,33,3,0,91.7
3,Loudred,Swampert,Grovyle,Smeargle,Quilava,,44,4,0,91.7
3,Blaziken,Smeargle,Marshtomp,Pidgey,Porygon2,,33,3,0,91.7
3,Spearow,Slugma,Grovyle,Loudred,Minun,,44,4,0,91.7
3,Numel,Meganium,Blaziken,Spearow,Phanpy,,44,4,0,91.7
3,Cyndaquil,Trapinch,Voltorb,Blaziken,Cubone,,33,3,0,91.7
3,Rattata,Golbat,Marshtomp,Charmeleon,Meganium,,33,3,0,91.7
3,Diglett,Swampert,Torchic,Mantine,Loudred,,33,3,0,91.7
3,Sunflora,Porygon2,Plusle,Swampert,Cubone,,33,3,0,91.7
3,Slakoth,Blaziken,Grovyle,Charmeleon,Diglett,,33,3,0,91.7
3,Psyduck,Pikachu,Porygon2,Meganium,Marill,,33,3,0,91.7
3,Golbat,Wartortle,Charmeleon,Chansey,Vulpix,,33,3,0,91.7
3,Plusle,Numel,Natu,Meganium,Magnemite,,33,3,0,91.7
3,Loudred,Magikarp,Marshtomp,Wingull,Blaziken,,33,3,0,91.7
3,Onix,Smeargle,Golbat,Pikachu,Blaziken,,44,4,0,91.7
3,Whismur,Swampert,Cubone,Ponyta,Spearow,,43,4,0,91.5
3,Phanpy,Chikorita,Golbat,Blaziken,Marshtomp,,43,4,0,91.5
3,Ponyta,Bayleef,Golbat,Loudred,Chansey,,43,4,0,91.5
3,Geodude,Ponyta,Diglett,Golbat,Wingull,,43,4,0,91.5
3,Oddish,Porygon2,Loudred,Larvitar,Natu,,32,3,0,91.4
3,Charmeleon,Golbat,Blaziken,Magnemite,Zubat,,32,3,0,91.4
3,Natu,Magby,Golbat,Whismur,Sunflora,,32,3,0,91.4
3,Quilava,Spearow,Porygon2,Bulbasaur,Whismur,,32,3,0,91.4
3,Magnemite,Trapinch,Oddish,Blaziken,Spearow,,32,3,0,91.4
3,Larvitar,Plusle,Golbat,Onix,Mudkip,,32,3,0,91.4
3,Mantine,Smeargle,Swampert,Numel,Slakoth,,32,3,0,91.4
3,Golbat,Porygon,Whismur,Eevee,Charmeleon,,32,3,0,91.4
3,Plusle,Loudred,Sunflora,Croconaw,Larvitar,,32,3,0,91.4
3,Ivysaur,Trapinch,Plusle,Charmeleon,Mantine,,32,3,0,91.4
3,Grovyle,Golbat,Ivysaur,Marshtomp,Cubone,,32,3,0,91.4
3,Vulpix,Blaziken,Loudred,Cubone,Ivysaur,,42,4,0,91.3
3,Quilava,Wartortle,Swampert,Hoothoot,Magnemite,,42,4,0,91.3
3,Combusken,Mantine,Blaziken,Golbat,Onix,,42,4,0,91.3
3,Croconaw,Chikorita,Blaziken,Meganium,Torchic,,42,4,0,91.3
3,Cubone,Tentacool,Spearow,Blaziken,Natu,,31,2,1,91.2
3,Quilava,Swampert,Exeggcute,Blaziken,Marill,,31,3,0,91.2
3,Marshtomp,Plusle,Sunflora,Blaziken,Chikorita,,31,3,0,91.2
3,Mantine,Magnemite,Cacnea,Ponyta,Trapinch,,31,3,0,91.2
3,Raticate,Geodude,Ponyta,Grovyle,Meganium,,31,3,0,91.2
3,Loudred,Torchic,Voltorb,Blaziken,Golbat,,41,4,0,91.1
3,Vigoroth,Sunflora,Minun,Golbat,Wartortle,,41,4,0,91.1
3,Mantine,Loudred,Charmeleon,Magby,Oddish,,41,4,0,91.1
3,Croconaw,Oddish,Swampert,Plusle,Wartortle,,41,4,0,91.1
3,Minun,Spearow,Sunkern,Blaziken,Croconaw,,41,4,0,91.1
3,Whismur,Blaziken,Sunkern,Loudred,Meganium,,41,4,0,91.1
3,Exeggcute,Whismur,Spearow,Plusle,Meganium,,41,4,0,91.1
3,Chikorita,Wingull,Ponyta,Plusle,Blaziken,,41,4,0,91.1
3,Blaziken,Spearow,Plusle,Sunflora,Charmeleon,,41,4,0,91.1
3,Magnemite,Swampert,Torchic,Blaziken,Voltorb,,41,3,1,91.1
3,Wingull,Oddish,Meganium,Blaziken,Spearow,,41,4,0,91.1
3,Cyndaquil,Natu,Meganium,Tentacool,Blaziken,,41,3,1,91.1
3,Spearow,Slowpoke,Blaziken,Magnemite,Croconaw,,41,3,1,91.1
3,Cubone,Plusle,Vigoroth,Grovyle,Swampert,,40,4,0,90.9
3,Pidgey,Elekid,Blaziken,Magnemite,Ivysaur,,40,4,0,90.9
3,Mantine,Ponyta,Charmeleon,Cubone,Eevee,,40,4,0,90.9
3,Marshtomp,Mantine,Combusken,Ivysaur,Golbat,,30,3,0,90.9
3,Squirtle,Numel,Charmeleon,Cubone,Mantine,,30,3,0,90.9
3,Meganium,Grovyle,Quilava,Numel,Rattata,,40,4,0,90.9
3,Loudred,Natu,Numel,Vigoroth,Blaziken,,40,4,0,90.9
3,Cyndaquil,Numel,Charmeleon,Minun,Porygon2,,30,3,0,90.9
3,Whismur,Mantine,Wartortle,Ivysaur,Psyduck,,40,4,0,90.9
