Pokemon1,Pokemon2,Winrate_Together,Avg_Base_Winrate,Synergy_Delta,Sample_Size
Venusaur,Electrode,56.47,51.75,4.72,218
Manectric,Blissey,55.23,50.53,4.71,210
Xatu,Rapidash,57.38,52.7,4.69,222
Venusaur,Blastoise,59.28,54.61,4.67,226
Celebi,Vibrava,58.57,53.9,4.67,213
Charizard,Jolteon,57.36,52.69,4.67,243
Fearow,Pupitar,54.19,49.53,4.66,247
Scizor,Cradily,58.86,54.2,4.65,204
Moltres,Electabuzz,58.18,53.53,4.65,238
Arcanine,Girafarig,57.21,52.58,4.64,215
Moltres,Scyther,58.26,53.62,4.64,244
Gyarados,Blissey,56.75,52.12,4.64,228
Flygon,Ampharos,56.73,52.11,4.63,211
Gyarados,Raichu,57.02,52.41,4.61,231
Tauros,Vaporeon,58.04,53.44,4.6,206
Lugia,Golduck,57.37,52.77,4.6,213
Scizor,Exeggutor,57.58,52.99,4.59,217
Groudon,Tropius,57.3,52.72,4.58,232
Lugia,Miltank,57.53,52.96,4.57,212
Raikou,Tentacruel,56.5,51.93,4.57,196
Tyranitar,Starmie,55.5,50.95,4.56,218
Moltres,Charizard,60.54,55.98,4.56,217
Celebi,Staryu,56.96,52.42,4.54,208
Arcanine,Growlithe,58.1,53.59,4.51,243
Charizard,Raichu,57.39,52.89,4.5,246
Raikou,Pelipper,56.43,51.92,4.5,198
Raikou,Cacturne,56.42,51.94,4.49,219
Tauros,Magcargo,57.3,52.82,4.48,251
Groudon,Persian,57.68,53.2,4.48,221
Arcanine,Slaking,56.64,52.16,4.48,232
Sceptile,Typhlosion,55.83,51.36,4.47,224
Flygon,Jolteon,55.77,51.31,4.46,205
Fearow,Flygon,59.1,54.66,4.45,212
Groudon,Vaporeon,56.94,52.49,4.45,227
Raikou,Dugtrio,57.9,53.45,4.45,206
Suicune,Magmar,56.11,51.66,4.45,261
Scizor,Gyarados,63.09,58.66,4.43,211
Celebi,Cacturne,57.77,53.35,4.42,210
Groudon,Golduck,55.52,51.1,4.42,231
Groudon,Golem,57.32,52.92,4.4,200
Groudon,Cacturne,55.99,51.59,4.4,192
Lugia,Camerupt,57.68,53.28,4.4,224
Pidgeot,Crobat,59.51,55.12,4.4,217
Donphan,Vileplume,57.81,53.42,4.39,210
Donphan,Flygon,58.68,54.3,4.38,238
Blastoise,Ampharos,57.22,52.84,4.38,210
Sceptile,Jolteon,56.06,51.7,4.35,211
Celebi,Tentacruel,57.7,53.34,4.35,233
Tauros,Pelipper,56.88,52.53,4.35,214
Venusaur,Gyarados,59.11,54.77,4.34,236
Tauros,Lileep,55.92,51.59,4.33,220
Suicune,Cradily,56.46,52.13,4.33,226
Raikou,Pidgeotto,55.94,51.63,4.31,221
Tauros,Graveler,57.11,52.81,4.3,226
Celebi,Pidgeotto,57.34,53.05,4.3,194
Tauros,Electrike,56.09,51.8,4.29,232
Pidgeot,Tentacruel,58.23,53.94,4.29,201
Tauros,Girafarig,56.84,52.56,4.27,241
Tauros,Tropius,57.9,53.66,4.24,227
Groudon,Venusaur,62.05,57.83,4.23,213
Arcanine,Cacturne,56.78,52.55,4.23,214
Raikou,Steelix,56.58,52.34,4.23,206
Arcanine,Miltank,56.47,52.25,4.22,226
Moltres,Gyarados,59.71,55.5,4.22,210
Suicune,Growlithe,56.05,51.84,4.21,217
Groudon,Rapidash,60.34,56.14,4.2,226
Moltres,Bellossom,57.61,53.41,4.2,212
Xatu,Sceptile,57.61,53.43,4.18,238
Blastoise,Skarmory,55.56,51.39,4.16,222
Celebi,Gloom,56.05,51.9,4.15,207
Arcanine,Dugtrio,58.21,54.07,4.14,209
Xatu,Flygon,57.16,53.03,4.13,245
Venusaur,Xatu,58.5,54.38,4.12,219
Pidgeot,Gloom,56.61,52.5,4.11,188
Lugia,Magmar,58.23,54.12,4.11,220
Raikou,Pupitar,55.79,51.7,4.08,222
Moltres,Raichu,57.66,53.59,4.07,217
Lugia,Crobat,58.49,54.43,4.06,251
Charizard,Flaaffy,57.65,53.59,4.06,228
Sceptile,Starmie,55.48,51.44,4.04,228
Raikou,Persian,57.57,53.55,4.03,229
Xatu,Ampharos,56.63,52.61,4.02,226
Arcanine,Ninetales,56.6,52.59,4.01,221
Arcanine,Gloom,55.11,51.1,4.01,250
Raikou,Azumarill,56.67,52.67,4.0,231
Moltres,Cacturne,53.71,49.72,3.99,238
Pidgeot,Pidgeotto,57.61,53.64,3.97,210
Suicune,Dugtrio,56.29,52.33,3.96,225
Donphan,Electrode,56.14,52.17,3.96,224
Charizard,Electrode,55.73,51.78,3.95,217
Flaaffy,Blissey,54.86,50.91,3.95,226
Suicune,Bellossom,58.44,54.5,3.94,211
Groudon,Gloom,54.06,50.14,3.92,231
Tropius,Ninetales,47.83,43.91,3.92,206
Scizor,Noctowl,59.4,55.48,3.91,258
Venusaur,Sceptile,58.16,54.27,3.89,259
Gyarados,Starmie,55.83,51.94,3.89,196
Arcanine,Electrike,55.69,51.8,3.89,214
Moltres,Jolteon,57.27,53.39,3.89,235
Tauros,Cradily,57.74,53.86,3.88,224
Pidgeot,Noctowl,60.43,56.55,3.88,209
Raikou,Snorlax,57.98,54.11,3.88,228
Groudon,Electrode,58.23,54.36,3.87,215
Suicune,Flareon,56.37,52.5,3.87,239
Lugia,Girafarig,57.16,53.28,3.87,231
Flaaffy,Skarmory,54.21,50.34,3.87,231
Sandslash,Pupitar,48.12,44.25,3.87,220
Tyranitar,Slowbro,51.92,48.06,3.86,244
Venusaur,Snorlax,55.0,51.16,3.85,199
Scizor,Skarmory,59.75,55.91,3.85,235
Raichu,Skarmory,53.49,49.66,3.84,247
Gyarados,Bellossom,56.06,52.23,3.84,245
Moltres,Feraligatr,56.72,52.88,3.84,217
Raikou,Vaporeon,56.67,52.83,3.83,223
Sceptile,Manectric,56.05,52.23,3.83,234
Moltres,Exploud,56.26,52.44,3.82,219
Charizard,Gyarados,58.62,54.8,3.82,239
Tyranitar,Electrode,54.12,50.3,3.82,230
Tauros,Golduck,55.85,52.05,3.8,206
Arcanine,Golem,57.68,53.88,3.8,207
Ampharos,Noctowl,53.62,49.82,3.8,195
Lugia,Pupitar,56.82,53.03,3.79,235
Charizard,Vileplume,56.8,53.03,3.78,223
Groudon,Tyranitar,60.16,56.38,3.78,213
Xatu,Typhlosion,55.24,51.47,3.77,242
Flygon,Skarmory,54.43,50.66,3.77,242
Moltres,Manectric,57.67,53.91,3.76,219
Groudon,Magmar,56.2,52.45,3.75,203
Flaaffy,Vileplume,55.08,51.33,3.75,224
Charizard,Manectric,56.91,53.2,3.71,219
Tyranitar,Cacturne,51.22,47.54,3.68,214
Tauros,Noctowl,58.82,55.14,3.68,229
Blastoise,Electabuzz,55.86,52.19,3.67,206
Gyarados,Jolteon,55.83,52.2,3.63,219
Flygon,Tyranitar,56.05,52.43,3.62,222
Suicune,Slaking,54.03,50.41,3.62,220
Celebi,Dugtrio,58.48,54.87,3.61,209
Scyther,Electabuzz,54.08,50.47,3.61,250
Blastoise,Flygon,56.87,53.26,3.61,262
Tauros,Tyranitar,60.93,57.33,3.6,247
Venusaur,Scyther,56.47,52.89,3.58,217
Scizor,Ninetales,56.5,52.91,3.58,200
Charizard,Scyther,56.5,52.92,3.58,247
Blastoise,Scyther,55.84,52.28,3.57,218
Scizor,Staryu,55.53,51.95,3.57,225
Gyarados,Blastoise,57.72,54.15,3.57,235
Fearow,Typhlosion,56.65,53.09,3.57,240
Electabuzz,Skarmory,53.15,49.59,3.56,206
Tauros,Ninetales,56.14,52.58,3.56,185
Sceptile,Tyranitar,56.39,52.83,3.56,239
Raikou,Magmar,56.34,52.8,3.54,212
Blastoise,Manectric,56.08,52.56,3.52,209
Lugia,Noctowl,59.36,55.87,3.5,227
Gyarados,Pelipper,52.02,48.52,3.5,221
Suicune,Marowak,55.27,51.78,3.49,234
Suicune,Tyranitar,59.08,55.59,3.49,203
Suicune,Slowbro,54.82,51.33,3.49,228
Moltres,Tyranitar,57.99,54.5,3.48,203
Tyranitar,Electabuzz,54.82,51.36,3.47,190
Ampharos,Bellossom,54.38,50.91,3.47,229
Charizard,Sandslash,54.2,50.74,3.46,219
Moltres,Noctowl,55.77,52.32,3.45,226
Suicune,Magcargo,54.53,51.09,3.45,218
Sceptile,Feraligatr,54.65,51.2,3.45,224
Venusaur,Persian,54.05,50.59,3.45,226
Groudon,Camerupt,55.05,51.61,3.44,231
Ampharos,Starmie,54.05,50.62,3.43,236
Tauros,Gloom,54.52,51.09,3.43,221
Sceptile,Scyther,55.36,51.94,3.42,225
Gyarados,Ampharos,56.4,53.0,3.41,206
Venusaur,Bellossom,56.08,52.68,3.4,234
Gyarados,Electabuzz,55.74,52.34,3.4,249
Tauros,Slaking,55.55,52.15,3.4,205
Raikou,Camerupt,55.35,51.95,3.39,214
Charizard,Noctowl,55.01,51.62,3.39,211
Donphan,Tyranitar,57.58,54.2,3.38,244
Xatu,Vileplume,55.52,52.16,3.37,228
Donphan,Skarmory,55.8,52.44,3.36,237
Arcanine,Camerupt,55.93,52.57,3.36,245
Gyarados,Vileplume,55.89,52.54,3.35,257
Flaaffy,Bellossom,54.36,51.02,3.35,202
Venusaur,Feraligatr,55.49,52.14,3.34,238
Raikou,Ninetales,55.29,51.97,3.32,223
Lugia,Pidgeotto,56.27,52.95,3.32,230
Manectric,Scyther,54.17,50.84,3.32,234
Suicune,Noctowl,56.72,53.41,3.31,224
Venusaur,Ampharos,56.76,53.45,3.31,213
Venusaur,Blissey,55.88,52.57,3.31,229
Venusaur,Slaking,51.89,48.59,3.29,207
Raikou,Girafarig,55.25,51.96,3.29,214
Groudon,Exeggutor,54.99,51.7,3.29,213
Rapidash,Feraligatr,53.73,50.46,3.27,235
Arcanine,Golduck,55.32,52.06,3.26,213
Donphan,Blissey,56.26,53.0,3.26,230
Sceptile,Vileplume,55.31,52.05,3.26,237
Scizor,Scyther,60.03,56.78,3.24,228
Rapidash,Blissey,54.12,50.89,3.24,219
Ampharos,Scyther,54.35,51.12,3.23,253
Suicune,Blissey,57.62,54.39,3.23,223
Sceptile,Ampharos,55.71,52.5,3.21,209
Moltres,Cradily,54.24,51.04,3.2,207
Lugia,Staryu,55.51,52.34,3.18,222
Gyarados,Flygon,56.6,53.42,3.18,221
Blastoise,Vileplume,55.55,52.38,3.17,234
Xatu,Starmie,54.72,51.55,3.17,234
Flaaffy,Scyther,54.38,51.23,3.16,237
Rapidash,Bellossom,54.14,51.0,3.14,211
Donphan,Ampharos,57.02,53.88,3.14,212
Ampharos,Skarmory,53.37,50.24,3.13,202
Fearow,Graveler,53.16,50.03,3.13,224
Moltres,Sandslash,54.56,51.44,3.12,188
Scyther,Blissey,53.36,50.24,3.12,231
Rapidash,Vileplume,54.43,51.31,3.12,236
Fearow,Bellossom,56.58,53.46,3.12,253
Blastoise,Bellossom,55.18,52.06,3.11,213
Charizard,Exploud,54.85,51.74,3.11,234
Moltres,Typhlosion,56.14,53.03,3.1,235
Suicune,Graveler,54.17,51.08,3.1,227
Raikou,Magcargo,55.3,52.22,3.09,206
Arcanine,Lileep,54.68,51.61,3.08,242
Fearow,Electrode,55.61,52.53,3.08,229
Vileplume,Electrode,52.59,49.53,3.06,232
Arcanine,Graveler,55.87,52.82,3.05,218
Flygon,Feraligatr,53.85,50.8,3.05,248
Fearow,Camerupt,52.82,49.78,3.04,208
Xatu,Feraligatr,54.34,51.3,3.03,217
Sceptile,Skarmory,54.08,51.06,3.02,241
Suicune,Golem,55.15,52.13,3.02,218
Venusaur,Camerupt,52.03,49.0,3.02,215
Manectric,Skarmory,52.96,49.97,3.0,239
Gyarados,Skarmory,54.56,51.55,3.0,214
Suicune,Persian,55.41,52.41,3.0,242
Lugia,Gloom,54.8,51.81,2.99,233
Arcanine,Staryu,54.61,51.62,2.99,207
Donphan,Noctowl,54.99,52.02,2.97,207
Groudon,Graveler,54.82,51.86,2.96,230
Venusaur,Magmar,52.8,49.84,2.96,213
Moltres,Azumarill,53.4,50.45,2.95,227
Raikou,Electabuzz,58.7,55.75,2.95,233
Gyarados,Tropius,52.6,49.66,2.94,210
Charizard,Blissey,55.54,52.6,2.94,228
Blastoise,Tyranitar,56.08,53.16,2.92,245
Groudon,Ninetales,54.52,51.62,2.9,219
Scyther,Dugtrio,51.07,48.17,2.89,232
Venusaur,Flygon,56.77,53.88,2.89,228
Moltres,Marowak,53.59,50.7,2.89,212
Charizard,Rapidash,56.42,53.56,2.86,229
Suicune,Crobat,54.83,51.98,2.85,249
Blastoise,Persian,52.82,49.98,2.84,205
Raikou,Slowbro,55.3,52.46,2.84,241
Xatu,Jolteon,54.64,51.81,2.83,223
Flygon,Manectric,54.65,51.83,2.82,243
Raikou,Growlithe,55.78,52.97,2.81,229
Flygon,Electabuzz,54.27,51.45,2.81,225
Tauros,Slowbro,55.87,53.06,2.8,207
Vileplume,Electabuzz,53.36,50.58,2.79,228
Groudon,Azumarill,55.11,52.33,2.79,224
Blastoise,Growlithe,52.19,49.41,2.79,236
Sceptile,Raichu,54.7,51.91,2.79,238
Gyarados,Manectric,55.5,52.72,2.78,216
Groudon,Steelix,54.78,52.0,2.78,192
Donphan,Magmar,53.04,50.27,2.77,228
Fearow,Cacturne,52.53,49.77,2.76,201
Ampharos,Golem,51.3,48.55,2.76,193
Suicune,Sandslash,55.28,52.53,2.75,233
Raikou,Graveler,54.94,52.2,2.73,222
Blastoise,Flareon,52.79,50.06,2.73,233
Moltres,Ninetales,52.46,49.75,2.71,210
Moltres,Flareon,54.1,51.41,2.7,228
Fearow,Snorlax,54.64,51.94,2.7,211
Charizard,Bellossom,55.4,52.71,2.69,242
Fearow,Golem,53.78,51.09,2.68,234
Xatu,Bellossom,54.51,51.84,2.67,237
Flygon,Raichu,54.17,51.52,2.65,217
Feraligatr,Skarmory,51.58,48.94,2.64,212
Raikou,Lileep,53.63,50.99,2.64,192
Donphan,Persian,53.66,51.02,2.64,221
Venusaur,Slowbro,52.15,49.51,2.64,217
Gyarados,Dugtrio,52.68,50.05,2.63,230
Rapidash,Noctowl,52.52,49.91,2.62,222
Blastoise,Typhlosion,54.31,51.69,2.62,235
Blastoise,Rapidash,55.53,52.92,2.61,228
Groudon,Sandslash,55.92,53.31,2.61,224
Venusaur,Miltank,51.3,48.69,2.61,190
Blastoise,Electrode,53.74,51.14,2.6,214
Rapidash,Ampharos,54.34,51.77,2.58,210
Xatu,Flaaffy,55.3,52.72,2.58,200
Gyarados,Golem,52.44,49.86,2.58,223
Venusaur,Typhlosion,54.89,52.3,2.58,236
Sceptile,Exploud,53.33,50.76,2.57,211
Moltres,Girafarig,52.31,49.74,2.57,219
Sceptile,Flaaffy,55.17,52.61,2.56,220
Fearow,Growlithe,53.35,50.8,2.55,212
Moltres,Snorlax,54.42,51.89,2.54,222
Scyther,Electrode,51.95,49.42,2.53,221
Xatu,Scyther,54.56,52.05,2.51,210
Rapidash,Scyther,53.72,51.2,2.51,228
Flygon,Noctowl,52.74,50.25,2.5,209
Xatu,Flareon,52.32,49.84,2.49,239
Sceptile,Flygon,55.42,52.92,2.49,239
Xatu,Exploud,53.35,50.87,2.48,229
Blastoise,Feraligatr,54.0,51.53,2.47,242
Moltres,Golem,53.52,51.05,2.47,200
Moltres,Vaporeon,53.08,50.61,2.46,233
Flaaffy,Noctowl,52.37,49.92,2.44,234
Flygon,Exploud,52.77,50.37,2.41,216
Charizard,Snorlax,53.59,51.19,2.41,231
Scizor,Pidgeotto,54.98,52.58,2.41,226
Xatu,Magneton,51.1,48.7,2.4,214
Rapidash,Exploud,52.42,50.03,2.4,224
Blastoise,Golem,52.1,49.7,2.4,234
Flygon,Typhlosion,53.34,50.96,2.38,239
Charizard,Tentacruel,51.37,49.01,2.36,216
Raikou,Manectric,58.49,56.12,2.36,198
Sceptile,Bellossom,54.08,51.73,2.35,224
Electabuzz,Bellossom,52.6,50.26,2.34,231
Moltres,Crobat,53.23,50.89,2.34,221
Venusaur,Dugtrio,52.83,50.5,2.32,214
Suicune,Steelix,53.53,51.22,2.32,234
Exploud,Pupitar,47.57,45.25,2.32,205
Gyarados,Typhlosion,54.17,51.85,2.32,232
Raikou,Slaking,53.87,51.55,2.32,206
Suicune,Azumarill,53.84,51.54,2.3,219
Charizard,Tyranitar,56.09,53.8,2.29,232
Groudon,Marowak,54.86,52.57,2.29,220
Flygon,Flaaffy,54.49,52.21,2.28,221
Tyranitar,Staryu,48.9,46.61,2.28,197
Suicune,Exeggutor,53.17,50.91,2.25,255
Suicune,Vibrava,53.6,51.35,2.25,210
Venusaur,Magneton,51.79,49.54,2.25,198
Flygon,Blissey,53.47,51.23,2.24,221
Celebi,Lileep,54.63,52.41,2.23,202
Suicune,Miltank,52.73,50.5,2.23,244
Flaaffy,Ampharos,54.01,51.78,2.22,217
Jolteon,Typhlosion,51.96,49.74,2.22,231
Fearow,Scyther,55.88,53.67,2.21,223
Sceptile,Snorlax,52.41,50.2,2.21,217
Tyranitar,Rapidash,54.3,52.09,2.21,241
Fearow,Persian,53.59,51.38,2.21,230
Gyarados,Scyther,54.63,52.44,2.2,232
Raikou,Staryu,53.19,51.01,2.18,224
Cacturne,Pupitar,44.7,42.52,2.18,218
Scizor,Pelipper,55.04,52.87,2.17,219
Charizard,Typhlosion,54.51,52.34,2.17,246
Flaaffy,Typhlosion,52.8,50.64,2.16,242
Fearow,Slaking,51.53,49.38,2.16,241
Vileplume,Jolteon,52.59,50.43,2.16,237
Flygon,Scyther,53.7,51.55,2.16,228
Tyranitar,Typhlosion,53.0,50.86,2.14,235
Electabuzz,Blissey,52.28,50.15,2.13,196
Blissey,Skarmory,51.49,49.36,2.13,209
Scyther,Raichu,52.66,50.53,2.13,242
Gyarados,Girafarig,50.69,48.55,2.13,234
Suicune,Golduck,52.44,50.31,2.12,230
Venusaur,Magcargo,51.38,49.27,2.11,210
Moltres,Graveler,52.09,49.98,2.1,229
Jolteon,Skarmory,51.53,49.45,2.09,222
Suicune,Pelipper,52.89,50.8,2.09,236
Blastoise,Starmie,53.85,51.78,2.08,204
Xatu,Dugtrio,51.73,49.66,2.07,219
Flaaffy,Feraligatr,52.55,50.48,2.07,230
Rapidash,Starmie,52.75,50.7,2.05,244
Moltres,Slaking,51.38,49.33,2.05,201
Scyther,Jolteon,52.37,50.33,2.04,200
Sceptile,Blissey,53.66,51.62,2.04,232
Flaaffy,Golem,50.65,48.65,2.0,213
Blastoise,Blissey,53.95,51.95,2.0,233
Charizard,Persian,52.62,50.62,1.99,216
Venusaur,Growlithe,52.0,50.02,1.98,222
Fearow,Marowak,52.72,50.75,1.97,238
Ampharos,Snorlax,51.36,49.39,1.97,212
Venusaur,Skarmory,53.97,52.01,1.96,204
Flaaffy,Magmar,50.13,48.18,1.95,228
Gyarados,Feraligatr,53.64,51.69,1.95,241
Venusaur,Sandslash,52.66,50.71,1.95,209
Manectric,Noctowl,51.48,49.55,1.94,208
Fearow,Slowbro,52.22,50.29,1.93,213
Donphan,Electrike,50.59,48.66,1.93,219
Gyarados,Cradily,51.77,49.86,1.92,216
Moltres,Growlithe,52.67,50.75,1.92,240
Flygon,Snorlax,51.72,49.81,1.91,208
Donphan,Crobat,52.48,50.58,1.9,211
Moltres,Steelix,52.02,50.12,1.9,212
Ampharos,Vileplume,53.11,51.23,1.89,219
Blastoise,Exeggutor,50.37,48.48,1.89,221
Groudon,Vibrava,54.01,52.14,1.88,225
Suicune,Camerupt,52.71,50.83,1.88,218
Gyarados,Crobat,51.56,49.7,1.86,248
Flygon,Electrode,52.26,50.41,1.86,216
Bellossom,Typhlosion,51.61,49.77,1.85,228
Bellossom,Noctowl,50.9,49.05,1.85,234
Exeggutor,Ninetales,44.75,42.89,1.85,233
Vileplume,Starmie,52.0,50.17,1.84,221
Manectric,Vileplume,52.79,50.95,1.84,204
Donphan,Exploud,53.97,52.14,1.83,220
Vileplume,Scyther,52.48,50.67,1.82,218
Fearow,Tropius,52.71,50.89,1.82,214
Moltres,Dugtrio,53.04,51.23,1.81,206
Tauros,Pupitar,54.11,52.31,1.8,231
Groudon,Lileep,52.44,50.64,1.79,213
Moltres,Magmar,52.36,50.58,1.79,230
Charizard,Steelix,51.21,49.42,1.78,217
Manectric,Bellossom,52.4,50.64,1.76,229
Gyarados,Noctowl,52.88,51.14,1.75,210
Manectric,Exploud,51.41,49.67,1.74,215
Fearow,Magcargo,51.76,50.05,1.72,212
Xatu,Golem,51.18,49.47,1.71,213
Fearow,Golduck,50.97,49.28,1.7,221
Blastoise,Magneton,50.61,48.92,1.69,225
Flygon,Crobat,50.5,48.81,1.69,239
Fearow,Azumarill,52.17,50.5,1.67,237
Sceptile,Electrode,52.47,50.8,1.67,215
Vileplume,Feraligatr,51.59,49.92,1.67,255
Charizard,Cradily,52.01,50.34,1.67,235
Groudon,Cradily,54.57,52.91,1.66,224
Fearow,Vaporeon,52.32,50.66,1.66,236
Blastoise,Camerupt,50.05,48.39,1.66,220
Gyarados,Rapidash,54.73,53.08,1.65,219
Suicune,Tropius,53.57,51.93,1.64,229
Vileplume,Persian,49.99,48.37,1.62,248
Blastoise,Exploud,52.7,51.09,1.61,206
Ampharos,Feraligatr,51.97,50.38,1.6,249
Sceptile,Growlithe,50.66,49.07,1.59,228
Bellossom,Electrode,50.8,49.21,1.59,212
Raikou,Magneton,54.07,52.49,1.58,207
Gyarados,Persian,51.72,50.14,1.58,205
Suicune,Tentacruel,52.38,50.8,1.58,248
Gyarados,Growlithe,51.14,49.56,1.58,232
Bellossom,Skarmory,51.05,49.47,1.58,224
Gyarados,Slowbro,50.64,49.05,1.58,254
Scyther,Feraligatr,51.39,49.81,1.57,237
Venusaur,Exeggutor,50.67,49.09,1.57,228
Tyranitar,Noctowl,51.71,50.14,1.57,186
Suicune,Ninetales,52.41,50.84,1.57,227
Donphan,Tentacruel,50.96,49.41,1.56,205
Blastoise,Flaaffy,54.5,52.94,1.56,210
Charizard,Crobat,51.74,50.19,1.55,230
Tyranitar,Scyther,53.0,51.45,1.55,225
Venusaur,Golem,51.85,50.31,1.54,216
Blastoise,Steelix,50.32,48.78,1.54,215
Moltres,Tropius,52.37,50.84,1.53,222
Raikou,Golduck,52.97,51.45,1.52,213
Gyarados,Snorlax,52.21,50.7,1.51,240
Fearow,Exeggutor,51.39,49.88,1.51,233
Charizard,Electabuzz,54.33,52.83,1.5,213
Jolteon,Sandslash,49.64,48.15,1.5,222
Venusaur,Pelipper,50.46,48.97,1.49,231
Donphan,Flareon,52.58,51.1,1.48,245
Raichu,Bellossom,51.81,50.33,1.48,261
Venusaur,Electrike,49.72,48.24,1.48,230
Ampharos,Pidgeotto,48.38,46.91,1.47,226
Fearow,Flareon,52.92,51.45,1.46,248
Sceptile,Electabuzz,53.3,51.85,1.45,232
Blastoise,Tropius,50.94,49.5,1.44,248
Raikou,Gloom,51.92,50.48,1.44,218
Blissey,Starmie,51.18,49.74,1.44,231
Charizard,Golduck,49.95,48.53,1.43,207
Moltres,Persian,52.75,51.33,1.42,200
Jolteon,Golem,49.16,47.75,1.41,206
Ampharos,Persian,50.24,48.83,1.41,243
Sceptile,Sandslash,51.15,49.76,1.39,221
Fearow,Crobat,52.32,50.94,1.38,220
Venusaur,Steelix,50.77,49.39,1.38,214
Sceptile,Magneton,49.95,48.59,1.36,212
Charizard,Gloom,48.92,47.56,1.36,225
Vileplume,Typhlosion,51.42,50.08,1.34,214
Flygon,Starmie,52.38,51.05,1.34,211
Donphan,Slowbro,51.27,49.94,1.34,247
Arcanine,Pupitar,53.66,52.32,1.34,212
Suicune,Cacturne,52.14,50.8,1.33,238
Rapidash,Manectric,52.82,51.49,1.33,237
Donphan,Vaporeon,51.63,50.31,1.32,217
Scyther,Bellossom,51.67,50.35,1.32,233
Moltres,Slowbro,51.54,50.24,1.3,224
Blastoise,Snorlax,51.82,50.54,1.28,210
Scyther,Typhlosion,51.24,49.98,1.27,242
Blissey,Feraligatr,50.75,49.5,1.26,227
Jolteon,Blissey,51.25,50.01,1.25,221
Typhlosion,Sandslash,49.02,47.8,1.23,227
Bellossom,Jolteon,51.34,50.12,1.23,206
Donphan,Pupitar,50.4,49.18,1.22,200
Gyarados,Slaking,49.36,48.14,1.22,217
Venusaur,Tentacruel,50.19,48.98,1.21,236
Fearow,Ninetales,51.01,49.8,1.21,221
Raikou,Electrike,52.39,51.19,1.2,226
Venusaur,Girafarig,50.21,49.01,1.2,221
Fearow,Vibrava,51.5,50.31,1.19,218
Flygon,Persian,50.44,49.25,1.19,226
Charizard,Marowak,51.17,50.0,1.18,215
Blissey,Typhlosion,50.82,49.66,1.17,221
Moltres,Pelipper,50.87,49.7,1.16,219
Gyarados,Electrode,52.43,51.3,1.14,211
Venusaur,Golduck,49.64,48.5,1.14,227
Rapidash,Skarmory,51.47,50.33,1.14,248
Blastoise,Noctowl,52.11,50.98,1.14,215
Sceptile,Magmar,50.03,48.89,1.13,223
Ampharos,Manectric,52.54,51.41,1.13,207
Bellossom,Blissey,51.16,50.03,1.13,241
Blastoise,Graveler,49.76,48.64,1.12,247
Flygon,Pupitar,48.52,47.41,1.11,208
Charizard,Slaking,49.73,48.62,1.11,203
Blastoise,Sandslash,51.21,50.09,1.11,217
Moltres,Magneton,51.38,50.27,1.11,235
Typhlosion,Electrode,49.95,48.84,1.11,215
Moltres,Exeggutor,50.92,49.83,1.09,236
Flaaffy,Starmie,51.81,50.73,1.09,215
Suicune,Electrike,51.15,50.06,1.09,229
Suicune,Girafarig,51.92,50.83,1.09,227
Venusaur,Vaporeon,50.98,49.88,1.09,226
Manectric,Electrode,50.77,49.7,1.07,213
Raichu,Graveler,47.97,46.9,1.07,212
Fearow,Steelix,51.24,50.17,1.07,234
Ampharos,Crobat,49.46,48.39,1.07,221
Tyranitar,Golem,49.93,48.87,1.06,189
Gyarados,Flareon,51.28,50.22,1.06,224
Bellossom,Exploud,50.23,49.17,1.06,216
Moltres,Pidgeotto,50.46,49.41,1.05,209
Gyarados,Miltank,49.28,48.23,1.05,190
Bellossom,Starmie,50.9,49.85,1.05,230
Charizard,Growlithe,51.1,50.05,1.05,227
Blastoise,Cradily,50.72,49.7,1.03,229
Arcanine,Pelipper,53.57,52.54,1.03,232
Rapidash,Jolteon,51.99,50.97,1.02,208
Electabuzz,Noctowl,50.19,49.17,1.02,235
Moltres,Tentacruel,50.72,49.71,1.01,223
Suicune,Lileep,50.85,49.86,0.99,234
Charizard,Girafarig,50.03,49.04,0.99,227
Gyarados,Magneton,50.06,49.09,0.98,242
Typhlosion,Skarmory,50.07,49.09,0.98,245
Charizard,Flareon,51.68,50.7,0.97,220
Fearow,Girafarig,50.75,49.79,0.96,248
Rapidash,Raichu,52.14,51.18,0.96,198
Fearow,Sandslash,52.45,51.49,0.96,255
Charizard,Golem,51.3,50.34,0.95,209
Charizard,Exeggutor,50.05,49.12,0.93,205
Venusaur,Tyranitar,54.69,53.77,0.92,231
Charizard,Tropius,51.05,50.14,0.91,205
Donphan,Girafarig,50.35,49.44,0.91,223
Flaaffy,Tropius,49.34,48.45,0.9,220
Starmie,Skarmory,50.07,49.18,0.89,230
Flaaffy,Electabuzz,52.03,51.14,0.89,254
Gyarados,Sandslash,51.14,50.26,0.88,229
Fearow,Electrike,49.89,49.02,0.87,228
Gyarados,Golduck,48.91,48.04,0.87,223
Fearow,Magmar,51.47,50.62,0.85,224
Sceptile,Noctowl,51.48,50.64,0.84,244
Venusaur,Flareon,51.51,50.67,0.83,212
Venusaur,Vileplume,53.83,53.0,0.83,225
Rapidash,Flareon,49.82,48.99,0.83,235
Jolteon,Marowak,48.22,47.4,0.82,218
Groudon,Flygon,57.29,56.48,0.81,216
Jolteon,Snorlax,49.4,48.59,0.81,244
Gyarados,Pidgeotto,49.04,48.23,0.81,243
