Pokemon1,Pokemon2,Winrate_Together,Avg_Base_Winrate,Synergy_Delta,Sample_Size
Ninetales,Camerupt,61.04,54.44,6.6,60
Ninetales,Ivysaur,60.08,53.48,6.6,63
Exeggutor,Grovyle,59.6,53.02,6.59,80
Vaporeon,Lileep,64.23,57.64,6.59,71
Xatu,Croconaw,60.69,54.12,6.57,66
Exeggutor,Camerupt,60.93,54.37,6.56,73
Cacturne,Minun,59.27,52.72,6.56,79
Vaporeon,Mantine,62.56,56.01,6.55,77
Tentacruel,Magnemite,58.79,52.23,6.55,65
Porygon2,Quilava,57.37,50.86,6.51,77
Flareon,Dugtrio,67.14,60.62,6.51,78
Miltank,Camerupt,60.89,54.39,6.5,72
Electabuzz,Growlithe,63.96,57.47,6.49,68
Electrode,Lileep,61.93,55.45,6.49,75
Exploud,Magnemite,59.34,52.85,6.49,86
Cacturne,Electrode,63.43,56.94,6.49,89
Tentacruel,Camerupt,60.76,54.28,6.48,72
Jolteon,Pikachu,59.15,52.66,6.48,81
Vaporeon,Sunflora,59.94,53.46,6.48,74
Electrode,Magnemite,58.45,52.0,6.45,51
Flareon,Oddish,58.52,52.08,6.44,69
Flareon,Sandshrew,60.99,54.58,6.42,72
Electabuzz,Bayleef,59.57,53.16,6.41,76
Dugtrio,Natu,59.06,52.64,6.41,64
Electabuzz,Grovyle,63.01,56.59,6.41,71
Golduck,Mantine,59.77,53.37,6.4,73
Crobat,Mantine,62.21,55.81,6.4,72
Vaporeon,Quilava,60.13,53.73,6.4,69
Magmar,Golduck,64.23,57.83,6.4,70
Crobat,Staryu,63.11,56.7,6.4,65
Crobat,Vigoroth,58.83,52.45,6.38,76
Flareon,Quilava,61.67,55.3,6.37,68
Porygon2,Gloom,59.8,53.43,6.37,82
Flaaffy,Swampert,60.11,53.75,6.37,75
Staryu,Camerupt,58.62,52.26,6.36,79
Slowbro,Mantine,62.08,55.73,6.36,78
Exploud,Loudred,61.14,54.79,6.35,73
Vibrava,Magnemite,59.99,53.64,6.35,74
Crobat,Sandshrew,59.16,52.81,6.35,76
Magmar,Exeggcute,58.43,52.08,6.34,84
Persian,Magnemite,59.46,53.12,6.34,84
Exeggutor,Elekid,55.9,49.56,6.34,67
Miltank,Staryu,61.38,55.05,6.33,75
Donphan,Eevee,58.11,51.78,6.33,77
Ninetales,Blaziken,60.34,54.01,6.33,69
Xatu,Onix,59.29,52.97,6.33,70
Flaaffy,Porygon2,62.65,56.32,6.33,72
Magmar,Sunflora,59.37,53.04,6.33,71
Xatu,Combusken,59.06,52.73,6.32,72
Tentacruel,Growlithe,60.13,53.81,6.32,78
Electabuzz,Cacnea,58.94,52.63,6.31,81
Flaaffy,Ninetales,63.7,57.39,6.31,58
Vaporeon,Growlithe,62.08,55.77,6.31,69
Exploud,Exeggutor,63.98,57.67,6.31,63
Jolteon,Pupitar,61.76,55.45,6.31,92
Donphan,Combusken,59.51,53.22,6.3,82
Dugtrio,Charmeleon,60.04,53.73,6.3,76
Xatu,Pidgey,58.72,52.44,6.29,70
Miltank,Golduck,62.67,56.39,6.28,75
Electabuzz,Diglett,59.43,53.15,6.28,53
Donphan,Minun,61.98,55.7,6.28,81
Flareon,Charmeleon,63.4,57.13,6.27,69
Jolteon,Blaziken,62.83,56.56,6.27,69
Electabuzz,Exeggcute,60.46,54.21,6.25,76
Golduck,Loudred,59.74,53.49,6.25,73
Miltank,Tentacruel,63.31,57.08,6.24,83
Flaaffy,Grovyle,59.43,53.19,6.24,78
Porygon2,Grovyle,58.26,52.02,6.24,58
Magmar,Slugma,58.81,52.58,6.23,82
Miltank,Golbat,60.41,54.18,6.23,73
Ninetales,Dugtrio,63.48,57.26,6.22,70
Flareon,Geodude,60.0,53.78,6.21,77
Crobat,Quilava,59.74,53.53,6.21,67
Crobat,Gloom,62.3,56.1,6.2,63
Flareon,Crobat,68.44,62.25,6.19,58
Ninetales,Mantine,60.4,54.21,6.19,78
Cacturne,Plusle,59.48,53.29,6.19,62
Xatu,Voltorb,59.02,52.84,6.18,63
Miltank,Magnemite,58.52,52.34,6.18,87
Cacturne,Magnemite,58.62,52.44,6.18,69
Exeggutor,Porygon2,62.31,56.14,6.17,75
Persian,Pelipper,61.71,55.55,6.16,73
Jolteon,Numel,58.2,52.04,6.16,65
Dugtrio,Pelipper,60.96,54.8,6.16,81
Miltank,Spearow,59.04,52.88,6.16,79
Electabuzz,Slugma,60.86,54.7,6.16,74
Golduck,Porygon2,61.53,55.38,6.15,68
Dugtrio,Exeggutor,63.34,57.19,6.15,72
Crobat,Cubone,59.11,52.95,6.15,74
Flareon,Bayleef,59.16,53.02,6.14,78
Slowbro,Voltorb,57.95,51.8,6.14,71
Electabuzz,Oddish,58.35,52.22,6.13,56
Vaporeon,Pidgey,57.82,51.69,6.13,88
Exploud,Blaziken,60.6,54.47,6.13,88
Miltank,Ivysaur,59.56,53.42,6.13,67
Vaporeon,Blaziken,61.94,55.81,6.13,70
Staryu,Girafarig,58.5,52.39,6.11,76
Xatu,Gloom,63.16,57.05,6.11,79
Vibrava,Golduck,63.79,57.69,6.11,75
Flaaffy,Girafarig,60.78,54.67,6.11,69
Flareon,Vulpix,57.42,51.31,6.11,80
Electabuzz,Whismur,61.08,54.98,6.09,64
Flareon,Wartortle,61.17,55.08,6.09,77
Xatu,Geodude,59.05,52.97,6.09,64
Donphan,Ivysaur,62.59,56.51,6.09,62
Xatu,Vigoroth,59.48,53.4,6.08,89
Xatu,Quilava,60.56,54.48,6.08,67
Camerupt,Graveler,57.04,50.96,6.08,75
Meganium,Staryu,59.55,53.48,6.07,76
Electabuzz,Tentacool,57.51,51.45,6.07,66
Flaaffy,Wartortle,57.88,51.81,6.07,72
Cacturne,Blaziken,60.13,54.05,6.07,59
Vaporeon,Pidgeotto,62.57,56.51,6.06,67
Ninetales,Spearow,59.0,52.94,6.06,77
Vibrava,Golbat,61.53,55.48,6.05,75
Pidgeotto,Magnemite,55.86,49.81,6.05,67
Golduck,Pidgeotto,59.9,53.87,6.04,94
Xatu,Diglett,58.23,52.19,6.04,67
Crobat,Bayleef,57.29,51.25,6.04,71
Lileep,Plusle,57.82,51.8,6.03,52
Donphan,Slugma,60.25,54.22,6.03,81
Vibrava,Pidgeotto,61.97,55.95,6.02,66
Electrode,Electrike,61.51,55.49,6.02,93
Exeggutor,Blaziken,59.96,53.94,6.02,70
Ninetales,Lileep,61.85,55.84,6.01,83
Flareon,Marill,59.04,53.02,6.01,75
Electrode,Geodude,56.02,50.02,6.0,78
Vibrava,Natu,59.91,53.92,6.0,74
Donphan,Magby,58.74,52.75,5.99,92
Magmar,Croconaw,58.95,52.96,5.99,83
Magmar,Pelipper,62.2,56.21,5.99,70
Flaaffy,Graveler,59.9,53.91,5.99,73
Electabuzz,Vulpix,57.42,51.45,5.97,67
Vaporeon,Exeggcute,58.45,52.5,5.95,67
Cacturne,Dugtrio,63.24,57.3,5.94,59
Cacturne,Golduck,62.42,56.49,5.93,71
Donphan,Sunflora,60.62,54.69,5.93,78
Electabuzz,Sandshrew,60.65,54.72,5.93,86
Vibrava,Sunflora,58.83,52.9,5.93,74
Xatu,Eevee,57.22,51.3,5.92,82
Girafarig,Camerupt,57.63,51.72,5.91,82
Golbat,Swampert,56.49,50.59,5.9,70
Vibrava,Onix,57.56,51.66,5.9,70
Flareon,Swampert,62.91,57.01,5.9,88
Lileep,Whismur,55.92,50.03,5.89,71
Exeggutor,Loudred,60.15,54.26,5.89,73
Flaaffy,Ponyta,59.92,54.03,5.89,67
Crobat,Ninetales,64.78,58.89,5.89,70
Vaporeon,Pelipper,62.5,56.63,5.87,58
Vibrava,Spearow,60.05,54.17,5.87,65
Dugtrio,Raticate,56.94,51.07,5.87,70
Vaporeon,Whismur,59.15,53.28,5.87,81
Cacturne,Exeggutor,63.13,57.26,5.87,96
Ninetales,Staryu,60.97,55.11,5.86,74
Vibrava,Elekid,56.73,50.88,5.85,65
Donphan,Vigoroth,59.72,53.88,5.84,70
Electrode,Girafarig,60.01,54.17,5.84,82
Slowbro,Phanpy,59.5,53.66,5.84,80
Loudred,Swampert,56.53,50.69,5.84,81
Ninetales,Ponyta,59.76,53.93,5.83,82
Slowbro,Combusken,57.53,51.7,5.83,75
Tentacruel,Pidgeotto,60.37,54.55,5.82,83
Crobat,Plusle,60.65,54.84,5.81,74
Slowbro,Quilava,59.25,53.45,5.8,67
Vibrava,Ivysaur,60.51,54.72,5.79,86
Dugtrio,Girafarig,60.33,54.54,5.79,64
Dugtrio,Blaziken,59.77,53.98,5.79,68
Miltank,Pidgeotto,60.43,54.66,5.78,75
Persian,Dugtrio,63.76,57.98,5.77,70
Electabuzz,Smeargle,60.63,54.87,5.76,65
Persian,Electrike,62.37,56.61,5.76,66
Vaporeon,Vigoroth,58.42,52.66,5.76,70
Vaporeon,Cacnea,56.68,50.92,5.75,79
Flareon,Elekid,58.75,53.0,5.75,76
Meganium,Quilava,56.06,50.31,5.75,68
Exeggutor,Smeargle,57.03,51.29,5.74,59
Golduck,Camerupt,59.31,53.59,5.72,72
Vibrava,Ponyta,60.89,55.17,5.72,68
Magmar,Loudred,61.43,55.72,5.72,76
Vibrava,Cacnea,56.08,50.37,5.71,64
Exeggutor,Graveler,59.45,53.73,5.71,73
Vibrava,Chansey,57.39,51.69,5.7,59
Electrode,Porygon2,61.53,55.83,5.7,69
Vaporeon,Wingull,56.06,50.37,5.69,74
Magmar,Raticate,58.16,52.48,5.68,87
Ninetales,Miltank,62.91,57.23,5.67,66
Crobat,Charmeleon,61.03,55.37,5.66,65
Tentacruel,Ponyta,59.43,53.77,5.66,67
Vibrava,Combusken,57.09,51.43,5.66,69
Xatu,Psyduck,57.45,51.8,5.65,86
Electrode,Gloom,59.74,54.11,5.64,84
Jolteon,Staryu,63.28,57.66,5.63,81
Golduck,Gloom,59.28,53.66,5.63,72
Slowbro,Bayleef,56.79,51.16,5.62,82
Lileep,Golbat,58.41,52.78,5.62,76
Cacturne,Miltank,62.89,57.28,5.61,75
Dugtrio,Exeggcute,56.29,50.67,5.61,56
Exploud,Swampert,59.7,54.1,5.6,69
Vibrava,Numel,56.32,50.73,5.59,85
Vaporeon,Diglett,57.03,51.45,5.59,69
Meganium,Magnemite,56.36,50.77,5.58,68
Flareon,Slowpoke,57.69,52.11,5.58,64
Miltank,Gloom,60.01,54.45,5.57,70
Golduck,Meganium,60.39,54.83,5.57,80
Staryu,Natu,56.05,50.49,5.56,65
Electabuzz,Plusle,62.29,56.75,5.54,77
Electabuzz,Vigoroth,59.89,54.36,5.53,65
Electrode,Smeargle,56.5,50.97,5.53,65
Lileep,Pelipper,58.91,53.38,5.53,77
Girafarig,Blaziken,56.81,51.29,5.52,66
Persian,Ivysaur,59.73,54.2,5.52,65
Donphan,Raticate,59.63,54.12,5.51,75
Vibrava,Meganium,62.42,56.91,5.51,72
Meganium,Charmeleon,57.66,52.14,5.51,86
Flareon,Pelipper,63.69,58.19,5.5,82
Cacturne,Marill,55.2,49.7,5.5,67
Flareon,Pikachu,58.97,53.48,5.49,73
Magmar,Mantine,61.08,55.59,5.49,71
Jolteon,Slugma,59.23,53.75,5.48,64
Persian,Psyduck,55.46,49.98,5.48,59
Persian,Blaziken,60.22,54.73,5.48,65
Exeggutor,Staryu,60.5,55.03,5.47,84
Golbat,Ivysaur,55.87,50.42,5.45,74
Electabuzz,Quilava,60.89,55.44,5.45,71
Vaporeon,Chansey,57.69,52.25,5.44,73
Vibrava,Tentacruel,63.81,58.37,5.44,64
Magmar,Quilava,58.75,53.31,5.44,59
Crobat,Wartortle,58.75,53.31,5.43,69
Lileep,Sunflora,55.64,50.21,5.43,61
Exeggutor,Ponyta,59.28,53.86,5.43,63
Jolteon,Voltorb,58.26,52.84,5.42,61
Crobat,Magby,56.75,51.33,5.42,82
Flareon,Hoothoot,58.52,53.1,5.41,64
Flareon,Combusken,58.96,53.55,5.41,73
Electrode,Growlithe,58.98,53.58,5.41,62
Dugtrio,Plusle,58.61,53.22,5.4,65
Flareon,Sunflora,60.41,55.02,5.39,69
Flareon,Pupitar,61.65,56.27,5.39,75
Magmar,Natu,59.42,54.05,5.37,81
Slowbro,Raticate,57.97,52.61,5.36,69
Vibrava,Slowpoke,55.35,49.99,5.36,73
Electabuzz,Cubone,60.21,54.86,5.35,83
Staryu,Trapinch,54.03,48.68,5.35,76
Slowbro,Larvitar,56.62,51.28,5.34,83
Loudred,Ivysaur,55.87,50.53,5.34,64
Crobat,Slugma,58.13,52.8,5.33,55
Flareon,Magby,58.42,53.09,5.33,83
Flaaffy,Magnemite,57.82,52.5,5.33,77
Electrode,Graveler,58.75,53.41,5.33,75
Electrode,Spearow,57.87,52.54,5.33,63
Tentacruel,Gloom,59.66,54.34,5.32,85
Vibrava,Camerupt,60.99,55.68,5.31,89
Miltank,Growlithe,59.22,53.91,5.31,66
Cacturne,Pidgeotto,60.05,54.76,5.3,80
Crobat,Trapinch,57.76,52.47,5.3,82
Tentacruel,Grovyle,58.23,52.93,5.3,80
Meganium,Blaziken,57.68,52.39,5.29,69
Xatu,Growlithe,61.8,56.52,5.28,80
Jolteon,Chansey,58.27,53.0,5.27,90
Lileep,Staryu,58.93,53.66,5.27,61
Vaporeon,Cubone,58.43,53.16,5.27,76
Xatu,Larvitar,57.59,52.31,5.27,70
Vaporeon,Swampert,60.71,55.45,5.26,85
Exeggutor,Charmeleon,58.95,53.69,5.26,80
Donphan,Swampert,61.93,56.67,5.26,63
Electabuzz,Magby,58.48,53.23,5.25,77
Vaporeon,Mareep,56.25,51.0,5.25,79
Porygon2,Lileep,60.01,54.77,5.24,64
Jolteon,Raticate,58.88,53.65,5.23,90
Camerupt,Natu,55.06,49.83,5.23,78
Exploud,Smeargle,57.04,51.82,5.22,79
Crobat,Pikachu,56.93,51.72,5.21,81
Ninetales,Golduck,61.64,56.45,5.2,79
Flareon,Croconaw,60.14,54.94,5.19,75
Vibrava,Loudred,60.76,55.58,5.18,65
Exploud,Slugma,56.83,51.65,5.18,63
Golduck,Girafarig,58.88,53.73,5.16,59
Lileep,Loudred,58.05,52.89,5.16,93
Dugtrio,Growlithe,59.1,53.94,5.16,74
Vibrava,Meowth,54.82,49.67,5.15,61
Slowbro,Staryu,61.77,56.62,5.15,72
Vaporeon,Numel,56.44,51.29,5.15,76
Ninetales,Loudred,59.48,54.34,5.14,67
Slowbro,Golduck,63.1,57.96,5.14,62
Electrike,Mantine,57.94,52.8,5.13,76
Flareon,Growlithe,62.47,57.33,5.13,76
Exploud,Sandshrew,56.79,51.67,5.13,67
Staryu,Pelipper,57.77,52.64,5.12,71
Porygon2,Pupitar,56.95,51.83,5.12,67
Persian,Plusle,59.08,53.97,5.11,70
Electrode,Pidgeotto,59.42,54.31,5.11,71
Slowbro,Eevee,55.37,50.27,5.1,81
Lileep,Mantine,57.86,52.76,5.1,83
Vibrava,Quilava,58.27,53.17,5.1,66
Xatu,Spearow,60.58,55.48,5.1,70
Xatu,Natu,60.32,55.22,5.1,70
Porygon2,Plusle,57.27,52.17,5.1,69
Flaaffy,Electrike,61.06,55.98,5.08,79
Flaaffy,Natu,57.85,52.78,5.08,70
Xatu,Chansey,58.05,53.0,5.06,69
Vibrava,Wartortle,58.0,52.95,5.05,70
Whismur,Larvitar,49.0,43.96,5.04,73
Vaporeon,Geodude,57.25,52.22,5.03,65
Electrike,Lileep,59.47,54.44,5.03,74
Vibrava,Plusle,59.5,54.48,5.02,73
Camerupt,Sunflora,53.83,48.81,5.02,83
Slowbro,Geodude,56.96,51.94,5.02,62
Girafarig,Ivysaur,55.76,50.76,5.0,73
Magmar,Swampert,60.02,55.02,5.0,91
Magmar,Whismur,57.85,52.86,4.99,64
Electrike,Meganium,59.26,54.27,4.99,77
Lileep,Ponyta,57.45,52.48,4.97,72
Pelipper,Psyduck,51.74,46.8,4.95,69
Golduck,Lileep,59.95,55.0,4.95,78
Magmar,Grovyle,59.42,54.47,4.95,94
Electabuzz,Trapinch,59.32,54.37,4.95,69
Crobat,Ponyta,60.47,55.53,4.94,84
Donphan,Exeggcute,58.67,53.73,4.94,78
Xatu,Sunflora,59.15,54.2,4.94,71
Gloom,Growlithe,56.12,51.18,4.94,87
Xatu,Raticate,58.58,53.64,4.94,65
Flaaffy,Growlithe,58.99,54.07,4.92,68
Electrode,Phanpy,56.67,51.75,4.92,83
Lileep,Girafarig,58.04,53.12,4.92,75
Exeggutor,Mantine,59.06,54.14,4.92,62
Magmar,Electrike,62.18,57.27,4.91,94
Electrike,Ponyta,57.43,52.52,4.91,66
Porygon2,Mantine,58.05,53.14,4.91,64
Camerupt,Swampert,55.71,50.8,4.91,80
Flareon,Wingull,56.85,51.94,4.91,70
Pupitar,Voltorb,50.8,45.9,4.9,87
Xatu,Mareep,56.65,51.75,4.9,74
Tentacruel,Blaziken,58.75,53.85,4.9,67
Jolteon,Eevee,56.19,51.3,4.89,65
Vibrava,Phanpy,58.27,53.39,4.89,66
Lileep,Charmeleon,57.2,52.31,4.89,79
Miltank,Blaziken,58.84,53.95,4.89,76
Donphan,Phanpy,60.05,55.17,4.88,74
Miltank,Swampert,58.46,53.59,4.87,84
Flareon,Marshtomp,56.94,52.08,4.86,60
Porygon2,Pidgey,53.67,48.82,4.85,68
Cacturne,Lileep,60.73,55.89,4.85,68
Xatu,Smeargle,58.75,53.91,4.84,89
Xatu,Cubone,58.74,53.9,4.84,77
Exploud,Grovyle,58.37,53.55,4.83,86
Slowbro,Trapinch,57.21,52.38,4.83,71
Lileep,Magnemite,55.77,50.95,4.83,59
Blaziken,Graveler,55.35,50.53,4.82,78
Xatu,Mantine,61.58,56.76,4.82,65
Miltank,Mantine,58.98,54.16,4.82,70
Magmar,Ponyta,60.13,55.31,4.82,75
Pidgeotto,Gloom,56.73,51.92,4.81,81
Cacturne,Electrike,60.74,55.93,4.81,73
Ivysaur,Chansey,51.44,46.64,4.8,84
Electabuzz,Mareep,57.51,52.71,4.8,73
Slowbro,Magnemite,58.7,53.91,4.79,63
Donphan,Croconaw,59.39,54.61,4.79,77
Pupitar,Sandshrew,51.6,46.82,4.78,62
Meganium,Spearow,56.1,51.31,4.78,69
Electrike,Girafarig,57.94,53.16,4.77,65
Electabuzz,Magikarp,55.16,50.39,4.77,74
Dugtrio,Magby,54.46,49.69,4.77,65
Crobat,Swampert,60.01,55.25,4.76,63
Golduck,Growlithe,57.89,53.12,4.76,78
Meganium,Growlithe,57.11,52.35,4.76,71
Persian,Charmeleon,59.24,54.49,4.75,57
Vaporeon,Slugma,57.75,53.0,4.75,70
Magmar,Elekid,55.77,51.02,4.75,78
Pidgeotto,Ponyta,56.1,51.35,4.75,73
Golbat,Magnemite,54.08,49.34,4.74,85
Electabuzz,Croconaw,59.83,55.08,4.74,67
Lileep,Growlithe,57.25,52.52,4.73,69
Exeggutor,Pidgey,54.53,49.81,4.72,68
Crobat,Diglett,55.96,51.25,4.72,77
Growlithe,Natu,54.06,49.36,4.71,57
Jolteon,Diglett,56.9,52.2,4.71,72
Electrike,Swampert,56.95,52.24,4.71,82
Exploud,Larvitar,54.92,50.23,4.7,79
Crobat,Natu,58.98,54.28,4.7,72
Exeggutor,Raticate,55.71,51.02,4.69,74
Crobat,Blaziken,60.3,55.61,4.69,75
Exploud,Camerupt,59.58,54.9,4.69,67
Lileep,Camerupt,57.67,52.99,4.68,72
Vaporeon,Trapinch,57.34,52.66,4.67,75
Ninetales,Magnemite,57.07,52.39,4.67,76
Persian,Phanpy,57.53,52.87,4.66,92
Gloom,Minun,54.54,49.88,4.66,60
Ninetales,Natu,57.31,52.67,4.64,81
Slowbro,Sunflora,57.8,53.17,4.63,68
Crobat,Pupitar,59.12,54.5,4.62,79
Dugtrio,Phanpy,56.73,52.11,4.62,78
Golduck,Golbat,58.01,53.39,4.62,79
Flaaffy,Blaziken,58.72,54.11,4.61,68
Pidgeotto,Grovyle,55.11,50.51,4.6,82
Golduck,Phanpy,55.9,51.3,4.6,64
Jolteon,Onix,57.57,52.97,4.6,72
Donphan,Cacnea,56.74,52.15,4.59,72
Persian,Pupitar,58.21,53.62,4.58,64
Vaporeon,Natu,59.06,54.48,4.58,75
Vibrava,Voltorb,56.11,51.53,4.58,87
Porygon2,Charmeleon,57.27,52.7,4.57,74
Xatu,Trapinch,57.98,53.41,4.57,73
Magmar,Sandshrew,57.15,52.59,4.56,82
Blaziken,Ivysaur,54.75,50.2,4.55,73
Pidgeotto,Growlithe,55.94,51.39,4.55,78
Swampert,Plusle,54.15,49.6,4.55,63
Vibrava,Charmeleon,59.54,55.01,4.54,71
Electrode,Raticate,55.24,50.7,4.53,86
Tentacruel,Loudred,58.69,54.17,4.52,75
Vaporeon,Golduck,62.76,58.25,4.52,62
Loudred,Blaziken,55.55,51.05,4.5,80
Electrode,Ivysaur,57.58,53.09,4.5,71
Donphan,Wingull,56.1,51.59,4.5,60
Cacturne,Phanpy,56.68,52.19,4.49,72
Miltank,Pidgey,54.33,49.84,4.49,89
Golduck,Magnemite,56.04,51.55,4.49,72
Exploud,Cubone,56.29,51.81,4.48,74
Jolteon,Minun,59.7,55.22,4.48,65
Tentacruel,Ivysaur,57.8,53.32,4.48,72
Porygon2,Ponyta,57.32,52.86,4.46,74
Cacturne,Loudred,58.83,54.38,4.45,64
Vaporeon,Vibrava,64.76,60.33,4.43,84
Xatu,Elekid,56.62,52.19,4.43,75
Electabuzz,Numel,57.42,52.99,4.43,83
Electrode,Exeggcute,54.73,50.31,4.42,64
Vibrava,Geodude,56.07,51.66,4.41,68
Lileep,Graveler,56.77,52.36,4.41,63
Miltank,Pikachu,54.46,50.06,4.4,80
Vibrava,Vigoroth,56.47,52.09,4.37,74
Magmar,Onix,56.17,51.8,4.37,67
Pelipper,Whismur,53.39,49.02,4.37,78
Dugtrio,Pupitar,57.24,52.87,4.37,88
Ninetales,Charmeleon,58.14,53.77,4.37,74
Exeggutor,Vigoroth,55.14,50.78,4.36,71
Dugtrio,Grovyle,57.41,53.06,4.35,59
Exeggutor,Numel,53.75,49.41,4.34,74
Slowbro,Vigoroth,56.7,52.37,4.33,73
Electabuzz,Combusken,58.01,53.7,4.32,74
Ninetales,Graveler,58.12,53.81,4.31,73
Lileep,Cubone,54.21,49.91,4.31,64
Flaaffy,Oddish,53.13,48.81,4.31,63
Dugtrio,Chansey,54.72,50.42,4.3,71
Electabuzz,Magnemite,60.2,55.9,4.3,65
Porygon2,Chansey,53.68,49.38,4.3,88
Meganium,Pikachu,52.8,48.49,4.3,76
Slowbro,Croconaw,57.39,53.09,4.29,77
Dugtrio,Pidgey,54.15,49.86,4.29,81
Camerupt,Exeggcute,52.14,47.86,4.29,69
Exeggutor,Growlithe,58.18,53.89,4.28,74
Miltank,Voltorb,54.52,50.23,4.28,60
Electabuzz,Pupitar,60.67,56.41,4.27,69
Flareon,Magikarp,54.52,50.25,4.27,71
Flaaffy,Plusle,57.61,53.34,4.26,77
Donphan,Hoothoot,57.03,52.77,4.26,64
Jolteon,Combusken,56.99,52.74,4.25,86
Exploud,Marill,54.36,50.12,4.24,75
Dugtrio,Quilava,56.14,51.9,4.24,63
Crobat,Exeggcute,56.54,52.3,4.23,76
Slowbro,Onix,56.17,51.94,4.23,70
Meganium,Ponyta,56.53,52.31,4.22,59
Electrode,Chansey,54.28,50.05,4.22,74
Meganium,Swampert,56.24,52.02,4.22,72
Tentacruel,Golduck,60.5,56.28,4.21,62
Electrike,Ivysaur,56.28,52.08,4.2,65
Xatu,Bayleef,56.39,52.2,4.2,90
Miltank,Chansey,54.59,50.39,4.2,77
Slowbro,Sandshrew,56.92,52.73,4.19,71
Xatu,Numel,56.21,52.03,4.18,70
Cacturne,Sandshrew,55.43,51.26,4.18,89
Magmar,Magnemite,57.95,53.77,4.18,79
Mantine,Plusle,54.33,50.17,4.16,71
Dugtrio,Slugma,55.33,51.16,4.16,80
Jolteon,Geodude,57.12,52.97,4.15,68
Flareon,Zubat,56.24,52.08,4.15,76
Tentacruel,Minun,56.65,52.51,4.14,79
Exploud,Mantine,58.8,54.67,4.14,68
Vaporeon,Oddish,54.66,50.52,4.14,80
Jolteon,Whismur,58.16,54.03,4.13,77
Xatu,Charmeleon,60.44,56.31,4.13,71
Mantine,Minun,53.71,49.59,4.12,78
Donphan,Cubone,58.5,54.38,4.12,83
Dugtrio,Staryu,59.2,55.08,4.12,61
Tentacruel,Whismur,55.43,51.32,4.11,60
Cacturne,Smeargle,55.52,51.41,4.11,85
Miltank,Trapinch,54.91,50.81,4.1,69
Porygon2,Natu,55.7,51.61,4.1,69
Magmar,Wartortle,57.18,53.09,4.09,66
Donphan,Psyduck,56.36,52.28,4.08,72
Exeggutor,Lileep,59.85,55.77,4.08,64
Cacturne,Wartortle,55.84,51.76,4.08,91
Miltank,Charmeleon,57.78,53.71,4.07,82
Meganium,Loudred,56.78,52.72,4.07,72
Electrike,Staryu,57.77,53.7,4.07,68
Flaaffy,Ivysaur,57.65,53.58,4.07,69
Donphan,Bayleef,56.73,52.67,4.06,88
Persian,Sunflora,56.43,52.39,4.05,75
Exeggutor,Sunflora,55.61,51.59,4.03,100
Tentacruel,Magby,53.6,49.56,4.03,79
Persian,Cubone,56.11,52.08,4.03,67
Dugtrio,Sunflora,55.65,51.63,4.02,82
Lileep,Vigoroth,53.39,49.41,3.99,57
Electabuzz,Geodude,57.91,53.92,3.98,55
Flareon,Psyduck,56.6,52.62,3.98,69
Camerupt,Golbat,55.37,51.39,3.98,80
Gloom,Loudred,55.51,51.55,3.97,69
Pidgeotto,Swampert,55.04,51.06,3.97,76
Magmar,Cacnea,54.47,50.5,3.96,78
Miltank,Pelipper,58.72,54.77,3.94,82
Pelipper,Raticate,52.58,48.64,3.94,81
Pidgeotto,Loudred,55.7,51.76,3.94,75
Exploud,Ponyta,58.32,54.39,3.94,88
Staryu,Charmeleon,55.51,51.58,3.93,69
Meganium,Minun,54.98,51.05,3.93,71
Exploud,Natu,57.06,53.13,3.93,61
Miltank,Numel,53.36,49.44,3.92,89
Staryu,Swampert,55.38,51.46,3.92,71
Vaporeon,Hoothoot,55.46,51.54,3.92,62
Crobat,Pelipper,60.34,56.43,3.91,72
Donphan,Meowth,55.36,51.45,3.91,68
Flaaffy,Smeargle,55.38,51.47,3.91,69
Electabuzz,Slowpoke,56.16,52.25,3.91,60
Ninetales,Golbat,58.14,54.23,3.9,72
Persian,Minun,57.3,53.39,3.9,78
Meganium,Slugma,53.46,49.58,3.89,80
Growlithe,Minun,53.24,49.35,3.89,86
Vibrava,Whismur,56.6,52.72,3.88,85
Jolteon,Electrike,62.31,58.44,3.88,69
Tentacruel,Mantine,57.91,54.05,3.86,80
Jolteon,Trapinch,57.28,53.41,3.86,85
Electrode,Vigoroth,54.32,50.46,3.86,52
Cacturne,Cubone,55.25,51.4,3.85,70
Cacturne,Croconaw,55.47,51.62,3.85,71
Graveler,Swampert,54.01,50.16,3.85,72
Vibrava,Magby,54.81,50.97,3.85,95
Flareon,Chansey,57.66,53.81,3.84,66
Magmar,Combusken,55.41,51.57,3.84,67
Xatu,Slugma,57.58,53.74,3.84,78
Exeggutor,Slugma,54.95,51.12,3.83,70
Exploud,Phanpy,56.43,52.6,3.83,74
Persian,Elekid,54.18,50.37,3.82,70
Donphan,Whismur,58.32,54.51,3.82,72
Electrode,Loudred,57.75,53.94,3.81,80
Miltank,Geodude,54.18,50.36,3.81,74
Electabuzz,Jolteon,67.15,63.34,3.8,57
Exploud,Whismur,55.73,51.94,3.8,59
Dugtrio,Gloom,58.27,54.47,3.8,68
Graveler,Grovyle,53.41,49.61,3.8,83
Magmar,Vigoroth,56.04,52.23,3.8,79
Exploud,Tentacool,52.19,48.4,3.79,66
Exploud,Graveler,58.06,54.27,3.79,72
Tentacruel,Smeargle,54.99,51.2,3.79,74
